job_id,candidate_idx,position,is_randomized_slice,skill_match,experience_match,embedding_sim,recency,past_response_rate,profile_completeness,region_group,examined,click,applied,shortlist,true_relevance,heuristic_score,outcome_label
0,8,1,0,0.8282900010025822,0.6631141398677639,0.7354876963116362,0.7189856027295722,0.5616866127404117,0.7494822711394162,B,1,0,0,0,0.7434230789420883,0.7398935973241134,0
0,11,2,0,0.6739276236229875,0.8933134733119081,0.45569503851001025,0.5541047869034611,0.353691912695302,0.8583346079491436,A,0,0,0,0,0.6577058955590972,0.6672950740546377,0
0,2,3,0,0.8180428135274217,0.5086941191855525,0.39738855806104656,0.7320559802945279,0.2477873152356488,0.6980017370523465,B,0,0,0,0,0.562530951597699,0.6639041450229969,0
0,5,4,0,0.719580445940483,0.6253755709493063,0.6025498450294278,0.7083477760308434,0.5419969091686336,0.5908411916841598,C,1,0,0,0,0.6186918785795672,0.6564891202722524,0
0,12,5,0,0.683622942576353,0.04193208526049994,0.6027434408713039,0.5857032650452515,0.4085964684005692,0.885347211413871,A,0,0,0,0,0.45557266724780665,0.6234811116625043,0
0,0,6,0,0.8764280262368687,0.43667188660134065,0.8646709804950485,0.5250796032836942,0.9254995556201726,0.5221995527074995,A,0,0,0,0,0.6844265652489562,0.6191597889960895,0
0,18,7,0,0.8048636354134415,0.5192774386579052,0.8442983945986315,0.33785449602980844,0.41221069450160913,0.781108612721715,A,1,0,0,0,0.6996661541649818,0.6128282751584632,0
0,10,8,0,0.6096307263729535,0.18796733394418452,0.32791386311710446,0.7121046578866402,0.7164413147855946,0.707708236449259,B,0,0,0,0,0.4273342920764965,0.585592111190566,0
0,16,9,0,0.3426582109703955,0.5212155232033323,0.49960452435862296,0.5237553672794754,0.28762221782647135,0.8898411075954407,B,1,1,0,0,0.4375125855097737,0.5842356180663626,1
0,4,10,0,0.15889580362574163,0.650575396561384,0.7882285906177731,0.5002204740804381,0.4459079811967413,0.767372048907275,B,0,0,0,0,0.3651970444659217,0.5740463769476377,0
0,13,11,0,0.45494650639810136,0.06429479884437699,0.5604933596712488,0.46083777563654876,0.7483897900258148,0.909816686379557,B,0,0,0,0,0.3478632514716606,0.5474928528625216,0
0,6,12,0,0.15551094837591012,0.4225386951198505,0.6460286806783222,0.6153822435826914,0.4825149139866593,0.6510737710046427,B,0,0,0,0,0.29896448937128545,0.5406370418752225,0
0,15,13,0,0.2758610892407972,0.37391779415779514,0.5293023463868078,0.600345347223181,0.6273209363927413,0.6677023784704218,B,0,0,0,0,0.4176189756757125,0.5352127609056391,0
0,9,14,0,0.464758051250646,0.7028067938702228,0.6408840676428726,0.42003933519489506,0.4854876765008869,0.5869311069080865,A,0,0,0,0,0.5663017748219984,0.5298735412662849,0
0,17,15,0,0.8093970752951997,0.45759761168725943,0.5805125024204938,0.2258287601129579,0.5039054715737616,0.6195828020940103,A,0,0,0,0,0.6497924989757832,0.48818196438911776,0
0,19,16,0,0.18679873701584132,0.3676782071960843,0.03666831181374053,0.6456593760892054,0.1709366444885404,0.723641550805299,B,0,0,0,0,0.29085321588600666,0.47717904737659234,0
0,1,17,0,0.39650959834079696,0.9113551097339426,0.6271693105113002,0.1225333587451367,0.17393542414098964,0.6734303884780956,C,0,0,0,0,0.6003366128789055,0.45593161998153053,0
0,3,18,0,0.3156536222573811,0.6486668556742421,0.32751770560331644,0.45944659381465924,0.4694640466455533,0.4694629506706484,B,0,0,0,0,0.4792239578197863,0.4395144302493217,0
0,7,19,0,0.22348542645958458,0.1926230558708774,0.20108280260516148,0.4952993986842049,0.24001283719885347,0.7068605932441495,A,0,0,0,0,0.1783497529314566,0.4330174777973087,0
0,14,20,0,0.09733647038710476,0.19673042491623402,0.49156576283928904,0.5929238983284689,0.20960689397841994,0.44056570020953334,A,0,0,0,0,0.24550154323137396,0.4256731669429299,0
1,4,1,0,0.46249917435346677,0.7989417482771832,0.7999330534087554,0.9323723513663168,0.07772518129953054,0.6285217410705518,A,1,0,0,0,0.5081231893651481,0.7527197672379005,0
1,7,2,0,0.4803936885412282,0.8210140198011462,0.677381256674442,0.7814527918634345,0.7161239376617725,0.8120722776883668,A,0,0,0,0,0.6469927235298126,0.7322941903367589,0
1,11,3,0,0.4708161754401193,0.9302930046814016,0.438761608230175,0.7738247946526259,0.29857922099511575,0.9112383663883077,C,0,0,0,0,0.5931356172561094,0.7281142377441803,0
1,8,4,0,0.9787669120678152,0.4585664576018411,0.6181582816004212,0.6055634950296722,0.3527341768237851,0.8579656291139122,C,0,0,0,0,0.6877964572211673,0.7118340553492829,0
1,9,5,0,0.973331381992502,0.31754651125559713,0.19327777405716334,0.7598403754700084,0.20994445738694645,0.9359807241985113,B,0,0,0,0,0.5860677977153945,0.7066853369971402,0
1,14,6,0,0.70439440632216,0.5472208792006517,0.8957990681771408,0.5826326244747846,0.43528479470953585,0.7435945012222058,B,0,0,0,0,0.6474956139024688,0.6845711529666864,0
1,13,7,0,0.1888329129351581,0.2019236074406426,0.8863633238601649,0.6989396334774587,0.35007784220050164,0.8442458590388192,A,0,0,0,0,0.36779714090016874,0.637162132740178,0
1,6,8,0,0.7170596270879626,0.8437195855248895,0.6980028472608671,0.41247849574414874,0.32591273762672707,0.7260786565899723,B,0,0,0,0,0.6249231671279191,0.6225184673627585,0
1,2,9,0,0.28440601477286637,0.285940511414253,0.6779252818995805,0.6089621041078876,0.2034204435750249,0.9398213948442852,A,0,0,0,0,0.3718647983639887,0.6210358307911242,0
1,3,10,0,0.48455532365274,0.3515535316247323,0.6385091248408107,0.5897491835057428,0.33736168757931506,0.837199547681789,A,0,0,0,0,0.48537156939469894,0.619327121583963,0
1,18,11,0,0.5369436701320803,0.42273450952771763,0.5524106361203651,0.5735858294366966,0.5337659008497239,0.8112687955660348,C,0,0,0,0,0.537683683789893,0.609248836084991,0
1,16,12,0,0.4382467366788799,0.8330991685889435,0.601042683371175,0.582973509984057,0.3785336812245114,0.5772004360077351,A,0,0,0,0,0.6227358027233518,0.5875441673627563,0
1,15,13,0,0.5258211703338295,0.8979040093271963,0.8218441200591224,0.2887361222320147,0.31022121700435185,0.7496785514903979,C,1,1,0,0,0.6750349105862163,0.580417475145467,1
1,5,14,0,0.19968445332251136,0.12636156766200696,0.6770742285722555,0.5793647512964417,0.3348694325922743,0.9191558503281144,B,0,0,0,0,0.2721065105107067,0.5767165845861989,0
1,17,15,0,0.8121360688826044,0.2557740726791469,0.8201250241905313,0.2229453392199848,0.34091447711125816,0.9098081978047853,A,0,0,0,0,0.577392248066441,0.575899489407076,0
1,10,16,0,0.6870784752921576,0.21994048348133155,0.5667242154821115,0.5021633255082367,0.47733756599840765,0.7002504876275665,A,0,0,0,0,0.5493975105663704,0.560884237799048,0
1,19,17,0,0.18158379246462275,0.1141520084028859,0.5905594553795559,0.6839617052111866,0.11359007992616521,0.7481065888271545,A,0,0,0,0,0.2634460733229347,0.5536499320476194,0
1,1,18,0,0.2051129583154022,0.4338704064727449,0.7210038648594558,0.33063970770773343,0.4855856848317857,0.6651684200092938,C,0,0,0,0,0.4176075615488255,0.46432056682353334,0
1,0,19,0,0.28518383091406413,0.4995421838509973,0.3658299204381745,0.4172330580095653,0.6109086372766007,0.6315937490279203,A,0,0,0,0,0.411788049783928,0.45153628864826345,0
1,12,20,0,0.5603025362144435,0.2635040516636053,0.29403180847199595,0.2712702875183806,0.5208469571672384,0.5044572167992698,B,0,0,0,0,0.394048844300106,0.3755594617005771,0
2,10,1,0,0.5071112833110228,0.6209051459122696,0.6103941485038543,0.981451661934365,0.34131045297126017,0.8916183292202208,A,1,1,1,0,0.5537375837394327,0.7961289933455414,4
2,8,2,0,0.5876677647056102,0.8858497306039471,0.8533585314278497,0.818976843007117,0.4239013538484855,0.6389316784010217,B,0,0,0,0,0.6339851990182523,0.75111373213316,0
2,14,3,0,0.9395582128996094,0.5049786641965721,0.5422923476313175,0.8308662669813988,0.16486384687817535,0.6950476227423396,C,0,0,0,0,0.5748805092043716,0.7373405496283707,0
2,7,4,0,0.4935230317114728,0.540545681694017,0.7434598471685545,0.9297084546616395,0.7863377856738984,0.6602482605345367,C,1,1,0,0,0.6227228749264688,0.7300620242666138,1
2,2,5,0,0.46755251849162277,0.2419454802582048,0.5635973252102178,0.7254409967938144,0.43245439657949347,0.870482571453864,C,0,0,0,0,0.41384421258846715,0.6503920163223975,0
