candidate_id,job_id,skill_match,exp_match,location_match,feature_age_days,clicked,applied,shortlisted,relevance,feature_ts
102,51,0.22225713929489285,0.3049383403699782,1,8.932147716773375,1,0,0,1,1785422521.3373427
21,107,0.9271542238001071,0.5305136090027438,1,20.441082627298478,1,0,0,1,1784428149.3610733
134,20,0.44691753873734963,0.3634929907100401,1,4.707999850535069,0,0,0,0,1785787487.7129855
49,103,0.8315724408928741,0.34369591709829284,1,6.496401511370334,1,0,0,1,1785632969.8094895
251,61,0.661794800852049,0.23914599816767199,1,0.38737934405654506,0,0,0,0,1786160789.3247454
288,4,0.5363238327166596,0.4664455486828097,1,4.473842377142897,1,0,0,1,1785807718.9186866
226,100,0.20087981848343062,0.23399911458322753,1,3.2253122608268865,1,0,0,1,1785915591.9207363
142,42,0.5782902325838362,0.7379130567293577,1,1.2323195802577698,1,0,0,1,1786087786.4883375
127,118,0.3251022626847845,0.638147039392096,1,2.7013666045933564,0,0,0,0,1785960860.825435
314,117,0.8906247702469048,0.47851146291308,0,30.46302556079224,1,0,0,1,1783562253.4916193
219,53,0.5325456477705734,0.012486908001563919,0,2.3074356375793013,0,0,0,0,1785994896.460985
97,69,0.29002314468599527,0.3718251835544005,0,6.20923069027243,0,0,0,0,1785657781.3684323
147,95,0.7399114632255592,0.6042706708179221,1,1.5111311377413998,0,0,0,0,1786063697.169771
253,11,0.6395800690355937,0.45707579715372393,1,9.516644393432035,1,0,0,1,1785372020.8244793
152,92,0.7776266737886075,0.15230614461744815,1,1.8412858836056645,0,0,0,0,1786035171.7997284
21,109,0.852726367627011,0.29483386824299207,1,1.3080270059554886,0,0,0,0,1786081245.3667574
3,34,0.46179831193784204,0.5255792967538961,0,3.320659856174961,0,0,0,0,1785907353.8884983
222,53,0.33777815488894114,0.5554947655963357,1,2.2274617115747457,0,0,0,0,1786001806.2081919
12,59,0.18916536537665643,0.35358184691364863,1,0.4934801959368028,0,0,0,0,1786151622.211143
341,50,0.9670626387257922,0.1881644275023628,1,1.2155900171495169,1,0,0,1,1786089231.9225903
46,98,0.9155350615863855,0.5499458896171707,1,9.038838210575314,0,0,0,0,1785413303.2786782
128,57,0.33750975585682413,0.19802093812348184,1,0.24446051720647127,1,0,0,1,1786173137.5113852
219,68,0.4193330818119359,0.5574810938427688,1,1.5115671081484796,1,0,0,1,1786063659.5019279
95,0,0.7130584872759071,0.5036041722335182,0,8.335445740289163,0,0,0,0,1785474076.3881109
167,73,0.8246419639900548,0.516999468605262,1,5.722448780621794,1,1,0,2,1785699839.325426
313,116,0.6295581256457028,0.3275031452244838,1,6.577274077854414,0,0,0,0,1785625982.4197452
150,61,0.2693627814552912,0.13600373045000796,1,1.766511577597636,1,1,0,2,1786041632.2997675
75,8,0.585084810842511,0.09544260506615558,1,6.979189368315386,1,0,0,1,1785591256.9386494
397,94,0.5522212284012938,0.4651920363947413,1,1.2588496301207517,1,0,0,1,1786085494.2920294
338,7,0.27501726711062946,0.39471637983770047,1,4.086802037807465,0,0,0,0,1785841159.2040052
345,18,0.7076294410163143,0.5805340688464476,1,2.348982889601336,1,0,0,1,1785991306.7784102
43,44,0.3782852075674806,0.3833773838280252,1,3.0306387783847546,0,0,0,0,1785932411.7096195
373,2,0.3182978511016051,0.5930638167143868,0,18.324800612612837,0,0,0,0,1784610996.1271422
219,111,0.8203855631221921,0.5111239629338078,0,4.508620651078679,0,0,0,0,1785804714.0758188
341,58,0.49944197197344953,0.37257676000088297,1,28.474367003721667,0,0,0,0,1783734073.5909503
82,16,0.687830883427924,0.2070569917244786,0,0.11217262286123622,0,0,0,0,1786184567.1854568
117,2,0.6782181034699107,0.22933104658354997,1,4.841994835303398,1,1,0,2,1785775910.5463016
97,81,0.46784208906158453,0.43433350967675943,1,14.93095207687334,1,0,0,1,1784904224.64063
329,16,0.8114005388382867,0.7922970604930837,0,0.6850921203350356,0,0,0,0,1786135066.9408748
194,95,0.7750321275722041,0.5598865142277657,0,0.6427810674667627,0,0,0,0,1786138722.6158428
345,45,0.9378899095207301,0.31966464215573454,1,0.31511413780081704,0,0,0,0,1786167033.0385659
252,51,0.42489873067201844,0.01720223651910947,0,6.247459374780129,0,0,0,0,1785654478.410091
237,106,0.2833007293838342,0.36307698968450847,0,1.1877846781181494,0,0,0,0,1786091634.3038824
211,24,0.43078698532534776,0.4227963482658994,0,1.6688109013085195,0,0,0,0,1786050073.6381989
281,63,0.7204249343154833,0.39719127415862926,0,11.353757246779576,1,0,0,1,1785213294.27395
39,100,0.5877113907918164,0.32178581575054904,1,4.238637807292933,1,1,0,2,1785828040.5935218
224,19,0.29907115114746097,0.22670705234471838,0,2.0519180069021163,0,0,0,0,1786016973.1842756
137,43,0.7956161683018432,0.7968727904556855,1,6.85160361938668,0,0,0,0,1785602280.3473568
75,98,0.3845836314522152,0.7200292488052352,0,8.425516412820043,0,0,0,0,1785466294.282004
61,3,0.9105299670886282,0.43889308834624385,1,4.307666689080562,0,0,0,0,1785822076.4981353
308,103,0.7438002002889349,0.744508102624352,1,6.763541911515311,0,0,0,0,1785609888.878917
156,37,0.47158277917547725,0.6495463781740631,0,3.844543303319518,0,0,0,0,1785862090.358665
14,28,0.09998067763434271,0.3518602278783509,1,15.980045679607393,0,0,0,0,1784813582.953354
345,45,0.41007970785071,0.1837118417773631,0,0.40236977463393653,1,0,0,1,1786159494.1515434
266,22,0.5304156294696925,0.19879703521176326,1,2.3845829309196764,0,0,0,0,1785988230.9348404
153,40,0.43827228505235505,0.24176160176017542,0,12.194857809027065,0,0,0,0,1785140623.1853719
24,70,0.7873833050624335,0.6622434143385846,1,9.853187453073723,1,1,0,2,1785342943.5041263
378,55,0.6443037623316318,0.3881945933431475,1,3.7157882729629845,0,0,0,0,1785873214.7932878
113,93,0.2242356074666616,0.29000865952338195,1,0.12857074366323515,0,0,0,0,1786183150.3878193
320,56,0.2350218182596715,0.23791011371752102,0,0.5237001674243567,0,0,0,0,1786149011.2056065
77,31,0.49670184995813177,0.40352995464422764,0,1.165251401199076,0,0,0,0,1786093581.1790082
302,68,0.8492211744814221,0.2855236992161758,1,1.7439998763116658,0,0,0,0,1786043577.3107586
341,107,0.6672387903213715,0.6157404680235854,1,20.80312081593617,1,1,0,2,1784396869.261575
340,41,0.4443425328076402,0.08626073009945129,1,0.9641101431927608,0,0,0,0,1786110959.7837
189,45,0.39354164187237495,0.1920993912304668,0,4.178217653528511,0,0,0,0,1785833260.894807
68,55,0.5589800455109861,0.2671401804991139,0,6.513237051081964,0,0,0,0,1785631515.2188585
103,41,0.34708426862744485,0.4292071230872712,1,5.8649590894955494,0,0,0,0,1785687526.4347394
338,7,0.37006862854239747,0.504139502573996,0,5.542062741845676,1,0,0,1,1785715424.6791763
281,84,0.1324330266468574,0.371139347781825,1,0.282230709487037,0,0,0,0,1786169874.1667721
13,30,0.053836590900952566,0.9423427119184884,1,3.865298962606678,0,0,0,0,1785860297.0697026
396,81,0.5806896166047951,0.29853515166472944,0,0.2706119149492059,1,1,0,2,1786170878.0306203
271,55,0.71495129473303,0.6319330427134994,0,9.580556644331562,1,0,0,1,1785366498.8060017
72,14,0.8824341069866611,0.5300232376044118,1,3.1499372155069616,0,0,0,0,1785922104.324652
152,70,0.44205197423896714,0.33948514053270495,1,2.154878205365372,0,0,0,0,1786008077.4231284
215,2,0.5311382304755853,0.37586903744187544,0,0.6935233048470015,0,0,0,0,1786134338.4865332
225,75,0.5237290433298727,0.31948927311939856,0,3.802876235687199,0,0,0,0,1785865690.3933084
39,97,0.43197751048159516,0.6001113121596228,0,1.36357343222338,0,0,0,0,1786076446.1555278
355,62,0.22263910224428635,0.5750006999153788,0,11.968094158918976,0,0,0,0,1785160215.5647414
12,45,0.8160561796845781,0.4466749565441063,0,2.8302893272109904,0,0,0,0,1785949721.902201
59,78,0.45813666549418003,0.2951938050284323,1,0.23410619638977423,1,1,0,2,1786174032.124704
78,31,0.50661503002883,0.47814155746644516,1,1.24724264726588,0,0,0,0,1786086497.135348
26,66,0.42682946723073656,0.3410889186753594,1,2.632522879227116,0,0,0,0,1785966808.9233067
14,33,0.10703326618147765,0.3815327356108818,1,4.920443752117819,0,0,0,0,1785769132.5598888
152,93,0.5565275014256501,0.34729352981009604,0,7.986536450159809,0,0,0,0,1785504222.150778
204,80,0.9293455236669825,0.4586804334835854,1,0.5542677540477307,0,0,0,0,1786146370.1661222
147,32,0.42640224643107927,0.4184114250943085,1,5.84729281579217,0,0,0,0,1785689052.8007874
105,118,0.539856658142025,0.4691845236299512,1,14.720489136775367,0,0,0,0,1784922408.6386545
382,6,0.2843687499829776,0.3626487249153686,1,3.262703760694319,0,0,0,0,1785912361.295148
146,54,0.7753380779584096,0.8130104894646504,1,1.2459050455518743,0,0,0,0,1786086612.7041361
304,93,0.2553735122069918,0.32999474095350795,1,4.434368170328028,1,0,0,1,1785811129.4901555
227,65,0.635469598384295,0.4320812072413574,1,1.344576992550859,0,0,0,0,1786078087.4479156
297,43,0.986350736418068,0.48370072180667933,1,5.43274589229676,1,0,0,1,1785724869.6549773
344,27,0.8497058540520624,0.13710749494615176,1,2.054925399025833,1,0,0,1,1786016713.345596
0,56,0.5587712457033658,0.534629577795384,0,0.5934651069514228,1,1,0,2,1786142983.5148313
19,25,0.6417441540763146,0.4905181698328544,1,5.496026185327917,1,0,0,1,1785719402.2376595
340,0,0.36353743257793353,0.28788471535022403,1,9.99793589397322,0,0,0,0,1785330437.2388325
327,88,0.4878234006462775,0.7998519047686714,1,0.24706499447150343,0,0,0,0,1786172912.4845495
72,116,0.45916705764241317,0.3126976294005644,1,2.8598124837094323,0,0,0,0,1785947171.1014793
343,53,0.11273400794487691,0.03646275722132257,1,2.9387084043303933,0,0,0,0,1785940354.4939377
329,65,0.29662122057523865,0.5665874148801173,1,4.681256791374099,0,0,0,0,1785789798.313297
325,45,0.37949186818892,0.28071720227815705,0,1.6764749629583098,0,0,0,0,1786049411.4632723
143,105,0.5900585956756221,0.46583336733609887,1,6.172954997198428,1,0,0,1,1785660915.5883138
297,55,0.3976404150246976,0.4751857062940342,1,10.779732650770166,0,0,0,0,1785262889.9990454
