student_id,college_id,true_theta
STU_0001,COLLEGE_012,0.06699071722487192
STU_0002,COLLEGE_002,0.5159392177040995
STU_0003,COLLEGE_004,-1.5625458568865427
STU_0004,COLLEGE_008,-0.5290526773462948
STU_0005,COLLEGE_009,0.7942646796218271
STU_0006,COLLEGE_013,-1.2542894231692494
STU_0007,COLLEGE_003,0.2935579321666293
STU_0008,COLLEGE_010,-1.356581804623405
STU_0009,COLLEGE_012,0.46642998243352635
STU_0010,COLLEGE_002,-0.03564148229748357
STU_0011,COLLEGE_012,-1.6151318159055095
STU_0012,COLLEGE_002,1.1647393544571714
STU_0013,COLLEGE_002,-0.7345915767980492
STU_0014,COLLEGE_018,-0.810252437014381
STU_0015,COLLEGE_019,0.20056919723094285
STU_0016,COLLEGE_013,1.1486373494287152
STU_0017,COLLEGE_004,-1.015821818978397
STU_0018,COLLEGE_002,0.06167984984797165
STU_0019,COLLEGE_012,0.42881650033057295
STU_0020,COLLEGE_008,0.6931056072631441
STU_0021,COLLEGE_002,0.1764415552772252
STU_0022,COLLEGE_009,-0.3670278390833223
STU_0023,COLLEGE_002,-0.8275902206487197
STU_0024,COLLEGE_017,0.08614388304637476
STU_0025,COLLEGE_003,-1.072139011985607
STU_0026,COLLEGE_012,-2.9213504834946074
STU_0027,COLLEGE_004,0.4365598041576678
STU_0028,COLLEGE_010,0.9039348410861953
STU_0029,COLLEGE_010,-2.3629324355418384
STU_0030,COLLEGE_002,-1.0097307047099375
STU_0031,COLLEGE_019,0.6191542610051978
STU_0032,COLLEGE_013,2.0574954697116987
STU_0033,COLLEGE_018,0.020793707675407894
STU_0034,COLLEGE_017,-0.7280029412291344
STU_0035,COLLEGE_012,-0.18289644110484016
STU_0036,COLLEGE_018,1.3748764191481848
STU_0037,COLLEGE_002,-0.6459641791245353
STU_0038,COLLEGE_003,-0.7991920066502536
STU_0039,COLLEGE_002,-0.4827435221820324
STU_0040,COLLEGE_006,-0.9533286082587124
STU_0041,COLLEGE_008,0.12267031599479553
STU_0042,COLLEGE_004,1.6246784584695606
STU_0043,COLLEGE_013,0.3230792731160291
STU_0044,COLLEGE_008,-0.2523535021262876
STU_0045,COLLEGE_004,-0.2918112689155441
STU_0046,COLLEGE_010,-1.563190808696657
STU_0047,COLLEGE_002,0.883109777147159
STU_0048,COLLEGE_013,-0.07783719701280203
STU_0049,COLLEGE_002,-0.18047991359062565
STU_0050,COLLEGE_020,3.193107567844861
STU_0051,COLLEGE_013,0.29875290836568624
STU_0052,COLLEGE_003,-0.7517910500951843
STU_0053,COLLEGE_001,-0.4263575962055433
STU_0054,COLLEGE_013,1.1484457091967548
STU_0055,COLLEGE_012,0.11327041053776446
STU_0056,COLLEGE_012,-1.4382779783173667
STU_0057,COLLEGE_013,0.9192289345752035
STU_0058,COLLEGE_002,-0.668144085538994
STU_0059,COLLEGE_008,1.8732977762175456
STU_0060,COLLEGE_002,1.0800480657146485
STU_0061,COLLEGE_014,-0.4473218956587512
STU_0062,COLLEGE_012,1.281016361735113
STU_0063,COLLEGE_006,0.0678555105274033
STU_0064,COLLEGE_002,0.8527736751222195
STU_0065,COLLEGE_004,0.48473281729447476
STU_0066,COLLEGE_006,-0.8463566549908735
STU_0067,COLLEGE_012,-0.643549832317462
STU_0068,COLLEGE_012,1.0299608175811612
STU_0069,COLLEGE_016,-0.33477533210654087
STU_0070,COLLEGE_009,-0.4036484632419967
STU_0071,COLLEGE_002,-0.955122579349353
STU_0072,COLLEGE_012,0.42359906559346105
STU_0073,COLLEGE_013,2.062524919243145
STU_0074,COLLEGE_010,-1.0675329142542729
STU_0075,COLLEGE_013,0.02421945667275807
STU_0076,COLLEGE_009,1.4122205554154292
STU_0077,COLLEGE_010,-0.07964139124571515
STU_0078,COLLEGE_008,0.4523717962497339
STU_0079,COLLEGE_001,-1.0623935281468797
STU_0080,COLLEGE_002,0.4283070972076486
STU_0081,COLLEGE_002,-0.18714426500454878
STU_0082,COLLEGE_012,0.985729995679863
STU_0083,COLLEGE_005,1.1873860515647512
STU_0084,COLLEGE_010,2.589563642018614
STU_0085,COLLEGE_017,0.5796331732135757
STU_0086,COLLEGE_003,0.32579631658216646
STU_0087,COLLEGE_008,0.19438430157733602
STU_0088,COLLEGE_012,-0.35316629281068834
STU_0089,COLLEGE_003,0.33848384346169114
STU_0090,COLLEGE_002,-0.29540141013902943
STU_0091,COLLEGE_004,0.1684609762696143
STU_0092,COLLEGE_002,1.3175975356079597
STU_0093,COLLEGE_018,-1.0065425652796411
STU_0094,COLLEGE_013,1.1398785611290454
STU_0095,COLLEGE_012,1.3171150673398653
STU_0096,COLLEGE_015,-0.11806852699107874
STU_0097,COLLEGE_013,-2.1218548990085946
STU_0098,COLLEGE_002,-0.6078219870944325
STU_0099,COLLEGE_017,1.2969945465611092
STU_0100,COLLEGE_010,-0.022868062298882122
STU_0101,COLLEGE_013,-0.9993022322949108
STU_0102,COLLEGE_017,-0.5047749212282174
STU_0103,COLLEGE_005,0.840620026504553
STU_0104,COLLEGE_002,0.5467335682013793
STU_0105,COLLEGE_003,-0.23893209916969432
STU_0106,COLLEGE_008,-0.36682441181468756
STU_0107,COLLEGE_013,-0.3917581490438219
STU_0108,COLLEGE_014,-0.9224101844985025
STU_0109,COLLEGE_001,1.6153756894694418
STU_0110,COLLEGE_010,-0.3223204692113399
STU_0111,COLLEGE_008,1.2171585208254965
STU_0112,COLLEGE_003,1.5213160519224513
STU_0113,COLLEGE_002,0.9983108981479604
STU_0114,COLLEGE_008,-0.4316203127180484
STU_0115,COLLEGE_018,0.40373009033660945
STU_0116,COLLEGE_006,-0.024195606390916165
STU_0117,COLLEGE_010,-0.9037018607301281
STU_0118,COLLEGE_012,0.324359281721603
STU_0119,COLLEGE_008,-1.1790397911598025
STU_0120,COLLEGE_019,1.1876793884615637
STU_0121,COLLEGE_019,-0.4646172972983931
STU_0122,COLLEGE_003,0.2011596558728393
STU_0123,COLLEGE_010,0.28328787154614216
STU_0124,COLLEGE_004,-0.25890497370407733
STU_0125,COLLEGE_004,0.5866938014752747
STU_0126,COLLEGE_002,-0.47490365662252443
STU_0127,COLLEGE_012,0.8712972974572442
STU_0128,COLLEGE_010,-1.3459796802467485
STU_0129,COLLEGE_002,0.12637957954641182
STU_0130,COLLEGE_004,1.9389289990582848
STU_0131,COLLEGE_017,-1.0003313246055747
STU_0132,COLLEGE_003,-0.6777449705248515
STU_0133,COLLEGE_002,0.513907849658915
STU_0134,COLLEGE_009,0.17958178193959795
STU_0135,COLLEGE_020,0.3506300992735592
STU_0136,COLLEGE_003,0.4891871301476635
STU_0137,COLLEGE_012,0.6347214685617699
STU_0138,COLLEGE_013,1.1096998419562232
STU_0139,COLLEGE_003,0.40981865692851255
STU_0140,COLLEGE_012,-0.24125765461854246
