match_id,student_id,job_id,segment,event_time,skill_overlap_score,years_experience,experience_gap,resume_parse_confidence,interview_eval_score,communication_score,role_historical_hire_rate,is_successful_match
H000000,490199,21409,sales_sdr,2026-04-01 00:00:00,0.6110051593550024,1.8999380551808838,0.3659007320105292,0.9046151028446628,0.8187944193041868,0.7390387327340631,0.22,0
H000001,339599,27006,sales_sdr,2026-04-01 00:01:00,0.6936643371548669,1.1567727378872115,1.3139217554428355,0.9129486943220172,0.7669818781227002,0.7610569872507952,0.22,1
H000002,939146,27601,support_ops,2026-04-01 00:02:00,0.7430711174102022,14.85978010851828,-9.303101717924287,0.9568509271696694,0.7946338755964119,0.6049909865526798,0.18,1
H000003,896482,25207,software_eng,2026-04-01 00:03:00,0.673989752630393,1.6537067898026505,-1.4807100644985962,0.9269664137079651,0.42487494041356755,0.8349385442994415,0.3,1
H000004,207676,27073,data_analyst,2026-04-01 00:04:00,0.7715702590019753,0.6193552981653642,2.712836147564984,0.83188289274258,0.8316981304949757,0.3936350622199112,0.24,0
H000005,997852,20968,support_ops,2026-04-01 00:05:00,0.8179189078029004,4.877540934946596,-0.2617902463243258,0.9465137076001405,0.6043681745280044,0.8957407676725356,0.18,0
H000006,380587,22655,qa_eng,2026-04-01 00:06:00,0.6740988970493625,0.46486676484183875,4.973756023312271,0.8054285199447925,0.9037880247646505,0.3542953132395161,0.2,0
H000007,884140,26156,qa_eng,2026-04-01 00:07:00,0.8666821455571749,2.7328756432326067,-2.1708702642789555,0.8437179997086914,0.9179324245954655,0.6181221130919613,0.2,1
H000008,614622,20872,software_eng,2026-04-01 00:08:00,0.7450873760885184,5.371992730714933,-4.829993083265672,0.9632922263403577,0.48745295304743164,0.6885038043556923,0.3,0
H000009,759956,28351,data_analyst,2026-04-01 00:09:00,0.4904966917946393,1.0294805987923226,0.4656511782223738,0.7044084564231827,0.7862478946815513,0.428646807441174,0.24,0
H000010,873044,20000,software_eng,2026-04-01 00:10:00,0.6580027214766822,3.0724002095100142,1.03961522612807,0.7820090121003159,0.5326285119340467,0.6997969263204648,0.3,0
H000011,289696,25015,software_eng,2026-04-01 00:11:00,0.577189303145656,2.438653139196421,2.554074196395489,0.7558480780375129,0.4993322974429969,0.5482648674822245,0.3,0
H000012,484565,26217,data_analyst,2026-04-01 00:12:00,0.7014468128361819,1.631259426118848,-1.173052837774744,0.8846385428032681,0.7792971206619872,0.7724928008830706,0.24,0
H000013,333330,27385,qa_eng,2026-04-01 00:13:00,0.591934541883685,7.1702374228397705,-4.189590280956725,0.645534133338715,0.5722613976416475,0.4756113387764152,0.2,0
H000014,251626,25941,sales_sdr,2026-04-01 00:14:00,0.7719477874683346,2.422759972538654,2.3802506330807054,0.9085150429278648,0.7015678769365534,0.748677597674452,0.22,1
H000015,571565,21937,support_ops,2026-04-01 00:15:00,0.4624562830400633,4.811931665589763,-3.040328777731144,0.7966567297571088,0.4328692309674264,0.7610395400623052,0.18,0
H000016,580771,27595,software_eng,2026-04-01 00:16:00,0.7790467190232742,5.675516612068041,-2.5122384064238403,0.8739469414062173,0.5902429347604553,0.41536863463238033,0.3,0
H000017,585773,27505,sales_sdr,2026-04-01 00:17:00,0.8806989113003966,2.6465518223255544,-1.8444507529946408,0.8597474449730079,0.4435070645086761,0.7641742703828628,0.22,0
H000018,292139,21073,support_ops,2026-04-01 00:18:00,0.5632400590604275,1.3294426142771252,2.488085041083427,0.45538861314647217,0.703464554875632,0.887004060119159,0.18,0
H000019,443257,24384,sales_sdr,2026-04-01 00:19:00,0.5518531858221198,5.76500126688501,-3.6016877205282256,0.6651147383770687,0.7426908296111655,0.7228070496606545,0.22,1
H000020,895067,25387,support_ops,2026-04-01 00:20:00,0.7632827519879193,2.737039169455656,-0.7526106306382565,0.9863685954975512,0.7879052631495553,0.8257101463588633,0.18,0
H000021,341416,25697,software_eng,2026-04-01 00:21:00,0.6239036077082083,2.9565025328652768,0.10418091898710502,0.9342917522750331,0.6474419161328545,0.7440611628865563,0.3,0
H000022,802393,22030,data_analyst,2026-04-01 00:22:00,0.6381055286522195,2.309760809637818,-1.9308506189920087,0.7899466314105255,0.6493865095659862,0.5040539393618546,0.24,0
H000023,189384,22116,support_ops,2026-04-01 00:23:00,0.8626164882447795,5.628859901739351,-4.087770800738969,0.5244380689813682,0.31735487582992716,0.8567406608097636,0.18,0
H000024,910637,22694,qa_eng,2026-04-01 00:24:00,0.47600460445134424,1.1951873874814873,3.610470923125537,0.9544192220053008,0.8829308779277582,0.1570604006218654,0.2,0
H000025,177675,28058,software_eng,2026-04-01 00:25:00,0.6936112403140988,2.9837717175532963,-2.5314415406709783,0.7994124336102537,0.5078338695433803,0.6924199100306135,0.3,0
H000026,495846,21640,support_ops,2026-04-01 00:26:00,0.7271447608193442,1.3562352861588596,-0.8388094993320215,0.7329854662475327,0.7910036500960995,0.7080903892694654,0.18,0
H000027,694091,24707,support_ops,2026-04-01 00:27:00,0.6969072666077212,2.3033035295811453,-0.6150486696148323,0.8834745546519188,0.10102145768547362,0.6727066547034805,0.18,0
H000028,497348,25462,support_ops,2026-04-01 00:28:00,0.6104807867496341,6.134598510308976,-3.6825204706337473,0.7970533338948558,0.8758570868736335,0.7542225389926897,0.18,0
H000029,618756,23487,support_ops,2026-04-01 00:29:00,0.50032025963392,6.084905117619445,-3.1568177603897527,0.8246326718404918,0.3528125925662333,0.6689859328963104,0.18,0
H000030,701585,24170,software_eng,2026-04-01 00:30:00,0.5393988049603817,2.5726907208833905,5.577248899494775,0.9645111071243722,0.35316906083640115,0.7515478760223727,0.3,0
H000031,960761,21116,software_eng,2026-04-01 00:31:00,0.5748010111807437,3.736470408552623,-0.7265954213382,0.9023626826530029,0.589955268838594,0.6571853487753886,0.3,0
H000032,227790,24751,data_analyst,2026-04-01 00:32:00,0.6728173656665045,3.6869862925528802,-0.37446770196813306,0.8390687623500487,0.5569831644843452,0.7684236014611499,0.24,0
H000033,399370,29702,software_eng,2026-04-01 00:33:00,0.888981665733332,1.360968955889405,4.093110562387767,0.7921353823036527,0.7460666549185256,0.7918574330578338,0.3,0
H000034,495621,26443,data_analyst,2026-04-01 00:34:00,0.4643225149025252,4.3985024950258165,-3.202201186147592,0.7310470896574924,0.825213276319666,0.6790478299654767,0.24,0
H000035,727738,20723,sales_sdr,2026-04-01 00:35:00,0.9331962865093967,1.4825327534240227,1.9213344277991573,0.9149227245212247,0.5312112204843716,0.5093260718309782,0.22,0
H000036,558752,21216,sales_sdr,2026-04-01 00:36:00,0.6881787162554746,2.202032269080399,1.8753963140091203,0.8226301774011181,0.7847548178289393,0.7534868550782154,0.22,0
H000037,102869,23597,software_eng,2026-04-01 00:37:00,0.7807249942709868,0.6454845208636298,3.031406759410857,0.8908489608051218,0.3832010031003187,0.8889820251286951,0.3,0
H000038,521950,27556,support_ops,2026-04-01 00:38:00,0.49630027146011096,4.910269673033866,-1.9772870148212043,0.9795852986985614,0.4523295282752585,0.799937432788671,0.18,1
H000039,822895,21912,data_analyst,2026-04-01 00:39:00,0.7559288613019619,5.646994791348174,-2.871786770699683,0.965531229754622,0.6118964880546519,0.6892763880114098,0.24,1
H000040,875026,26213,support_ops,2026-04-01 00:40:00,0.3177365122760295,3.8317786577865087,-2.8894270412816594,0.949408915145897,0.5924315612743851,0.6108577927167602,0.18,1
H000041,328229,27153,support_ops,2026-04-01 00:41:00,0.6375076891146488,3.0848853490037222,-1.2330426098900649,0.8941655417719667,0.45341413147949056,0.5457721242090048,0.18,1
H000042,702217,20281,software_eng,2026-04-01 00:42:00,0.7535553185328238,2.1144532185735923,4.752362463657509,0.9903078774047054,0.8053017947881317,0.8140987684051985,0.3,0
H000043,953251,22027,qa_eng,2026-04-01 00:43:00,0.8120026425997929,4.993991660782633,-3.4853067934493502,0.698036731875433,0.7906154030398854,0.5708683770900316,0.2,1
H000044,221312,23261,support_ops,2026-04-01 00:44:00,0.8063733220409083,8.280124077046827,-5.703894896070859,0.9298660798457563,0.4027433822644701,0.9055697828639869,0.18,0
H000045,102386,26326,data_analyst,2026-04-01 00:45:00,0.8206039238651802,1.653537413042125,0.7918935044442144,0.9044236250953758,0.5886853374705001,0.5884197077405419,0.24,1
