match_id,student_id,job_id,segment,batch_id,event_time,skill_overlap_score,years_experience,experience_gap,resume_parse_confidence,interview_eval_score,communication_score,role_historical_hire_rate,is_successful_match
P000000,190048,39367,software_eng,0,2026-07-01 09:00:00,0.7749576700201519,5.067107227737832,-3.1351992847040338,0.912447325911816,0.631947305272847,0.412740855467771,0.3,-1
P000001,510637,38353,data_analyst,0,2026-07-01 09:00:01,0.44092757592071335,4.843767547475817,-3.5550349853077865,0.9369314690096279,0.47291524224958775,0.8019395859667708,0.24,-1
P000002,498073,38100,sales_sdr,0,2026-07-01 09:00:02,0.4692551044814811,2.067260068587046,-1.1208168979671864,0.9455386718219279,0.4727407222041323,0.4994480024301804,0.22,-1
P000003,821028,38300,software_eng,0,2026-07-01 09:00:03,0.7397240102467099,0.2730777435785401,3.8349078255792586,0.824114755160542,0.6910656754775492,0.7239087892916786,0.3,0
P000004,955304,38371,software_eng,0,2026-07-01 09:00:04,0.6707764657583968,1.658135043426073,-0.15870478915931807,0.9797837888442842,0.5160106054784114,0.8700263338874734,0.3,-1
P000005,962548,30424,software_eng,0,2026-07-01 09:00:05,0.9238502341072595,1.7468415464374372,-0.7373789873387453,0.39411427783674674,0.45712979290704064,0.7616737017845209,0.3,0
P000006,876038,36092,software_eng,0,2026-07-01 09:00:06,0.3045542472062815,3.9139379737247966,-2.349924953710789,0.8608520657908693,0.38467571725690963,0.7184429240531641,0.3,0
P000007,229296,31332,data_analyst,0,2026-07-01 09:00:07,0.6071964395212814,5.847486775811419,-4.281797096178276,0.848907296115344,0.8951604515044509,0.5515114501518333,0.24,-1
P000008,216326,35648,software_eng,0,2026-07-01 09:00:08,0.7461985304048238,1.7999096180491916,0.48789855495978096,0.6516448102331172,0.36039482448074334,0.5758954205472904,0.3,0
P000009,247303,37086,sales_sdr,0,2026-07-01 09:00:09,0.4197537123676743,4.0379115455270655,-0.15027539053903105,0.7905401022059239,0.7319339831752244,0.7661065826231156,0.22,0
P000010,820981,32056,sales_sdr,0,2026-07-01 09:00:10,0.5330485648538829,6.279684066142996,-5.642929606225834,0.8957616248483203,0.6344735854764634,0.7253806701828549,0.22,0
P000011,248781,30682,support_ops,0,2026-07-01 09:00:11,0.52250823661497,2.619928182706911,-1.3885516845646815,0.47133631464578396,0.5070423152719702,0.5324593563506489,0.18,0
P000012,567119,37184,software_eng,0,2026-07-01 09:00:12,0.7943335729031348,3.421013584558545,-0.5519434625694912,0.8401021369813118,0.7227572791184911,0.7295331145672295,0.3,-1
P000013,980412,30321,software_eng,0,2026-07-01 09:00:13,0.6313267486685673,0.9000837521566178,0.38370668518139617,0.9934309787981586,0.475391934691205,0.49022184474106245,0.3,0
P000014,472039,30339,data_analyst,0,2026-07-01 09:00:14,0.7301035304250105,3.527858113385277,-1.7678205684891082,0.8928918425656814,0.4525648924928404,0.5931217896722223,0.24,0
P000015,155920,33760,support_ops,0,2026-07-01 09:00:15,0.8314818668594635,2.794625824894844,2.8905189669231532,0.9089395548109449,0.2728623734701865,0.6611479848694138,0.18,-1
P000016,146514,32536,qa_eng,0,2026-07-01 09:00:16,0.6556781015118214,5.594763705281467,-4.8000300298071314,0.9740938972756669,0.4202636607781464,0.6164838054576088,0.2,-1
P000017,641773,31863,software_eng,0,2026-07-01 09:00:17,0.8937022674807995,2.033308286241471,3.08039155035182,0.7971026626462857,0.35433133202224254,0.33957279314774197,0.3,-1
P000018,154235,39496,sales_sdr,0,2026-07-01 09:00:18,0.5711374643759242,4.479723868826737,-0.8217368279408248,0.6083996904207676,0.7569124287204108,0.7743723465175811,0.22,0
P000019,830459,38281,software_eng,0,2026-07-01 09:00:19,0.9426000310891716,1.1261112650048222,0.40060940568536507,0.9556988889151455,0.7458435126857508,0.6402222558509411,0.3,1
P000020,124565,32193,software_eng,0,2026-07-01 09:00:20,0.8023146450013661,2.6243633401178856,1.1259389570402227,0.8782396863940521,0.7314758238337484,0.644052692511618,0.3,0
P000021,879265,39800,data_analyst,0,2026-07-01 09:00:21,0.4450278661790577,4.9993351420179275,-1.044364495686109,0.679834842296614,0.7714843260558253,0.623468676599871,0.24,0
P000022,264641,35778,data_analyst,0,2026-07-01 09:00:22,0.9393334285382157,1.1886641069274435,4.05623100785637,0.8406256263812857,0.7838445908107675,0.7974544621130236,0.24,-1
P000023,958127,31524,qa_eng,0,2026-07-01 09:00:23,0.7119254036375449,4.612959481684551,-3.0210616125996,0.9288410345391072,0.4920143169994421,0.5911575968147502,0.2,-1
P000024,439263,38327,sales_sdr,0,2026-07-01 09:00:24,0.66672620275409,4.34478517367766,0.9176326101755725,0.8820971134322841,0.676296071684721,0.48028863334379895,0.22,1
P000025,275894,30324,data_analyst,0,2026-07-01 09:00:25,0.8123674582032034,4.2598606066121,-1.1564764923169109,0.9925742104346776,0.9722570108256564,0.358922553520148,0.24,-1
P000026,497880,35737,support_ops,0,2026-07-01 09:00:26,0.7940357360170099,8.019885695726378,-4.874689421123241,0.7939959909356594,0.5505588694859682,0.5631538806970956,0.18,0
P000027,673561,35965,software_eng,0,2026-07-01 09:00:27,0.9153633463099483,1.8822969916173553,-0.4518121044300427,0.9443661723439707,0.5260507052144294,0.550566884761684,0.3,0
P000028,985901,35899,data_analyst,0,2026-07-01 09:00:28,0.5493443177309244,4.355184114195102,4.600469118484214,0.8172556107324903,0.6321131827974663,0.6471212484147993,0.24,0
P000029,379521,32703,support_ops,0,2026-07-01 09:00:29,0.5088872942872655,7.835249184707154,-3.8258618091504983,0.8727506674950025,0.6748889794292745,0.580188021086702,0.18,-1
P000030,859369,38165,data_analyst,0,2026-07-01 09:00:30,0.5631279569741564,8.217778988276812,-3.8156150810477616,0.9938214114709382,0.7826364428886384,0.6355994531608155,0.24,0
P000031,276008,37626,software_eng,0,2026-07-01 09:00:31,0.7154686291237424,3.0006784934383077,-1.5956220992167593,0.6370675961442783,0.8845355357342671,0.7787227536022066,0.3,-1
P000032,302856,38120,sales_sdr,0,2026-07-01 09:00:32,0.7326711658040929,1.5496482817667896,1.7580031897776685,0.9918735746317977,0.6875704525633267,0.907710805542537,0.22,0
P000033,232842,37004,data_analyst,0,2026-07-01 09:00:33,0.6728303178882504,0.802747858104254,0.4878931387081824,0.9221258294558703,0.6121722414705744,0.6855079635219642,0.24,0
P000034,457443,33333,software_eng,0,2026-07-01 09:00:34,0.6533202107996003,3.481256262597668,-0.8731887501650921,0.8283485709851933,0.8125334998841356,0.650304907123892,0.3,-1
P000035,245571,32862,data_analyst,0,2026-07-01 09:00:35,0.31155975917803497,2.7953212816091897,-1.3697214370673785,0.8529469829472206,0.6419252909477524,0.7509384260237227,0.24,-1
P000036,682558,35309,data_analyst,0,2026-07-01 09:00:36,0.774152877680863,5.042772637602084,-3.2362273885759496,0.4675579848733313,0.5088169934745338,0.6040603994852048,0.24,-1
P000037,604617,37933,data_analyst,0,2026-07-01 09:00:37,0.4205146016211352,2.161824589396471,1.3550909921741905,0.9329848086144953,0.6998579783908451,0.6816484505704656,0.24,-1
P000038,420306,33237,sales_sdr,0,2026-07-01 09:00:38,0.6004578120289048,1.4856517599472507,2.2529822201118153,0.9170356069911053,0.624660141962351,0.23953620322843988,0.22,-1
P000039,714041,39950,sales_sdr,0,2026-07-01 09:00:39,0.5661446467902221,3.23427449934694,-0.8798694449639455,0.8508475912260797,0.43955828617071957,0.46754483754851456,0.22,0
P000040,493487,34168,sales_sdr,0,2026-07-01 09:00:40,0.4405259086877219,2.0506093615124157,0.7553874539297278,0.5366306721244377,0.917455254742212,0.7549022818778414,0.22,-1
P000041,746659,37083,data_analyst,0,2026-07-01 09:00:41,0.7513926953447861,0.7708844596115625,-0.3093162181065151,0.8418858772118458,0.8876148079924004,0.5095251945719329,0.24,0
P000042,128449,31702,data_analyst,0,2026-07-01 09:00:42,0.8638625639490988,3.4080076853741263,6.460590135963724,0.9958144529057862,0.6672143485195094,0.6348135042132826,0.24,-1
P000043,160350,35517,data_analyst,0,2026-07-01 09:00:43,0.6983596066747345,6.7972744695958855,-4.169194625275503,0.831684667673861,0.5232797529268034,0.5652133679389028,0.24,-1
P000044,671899,33473,software_eng,0,2026-07-01 09:00:44,0.7057578109629052,1.160909486233538,5.7364157903760296,0.9417423380063255,0.7713284018690657,0.38975958695815976,0.3,-1
P000045,230995,37976,software_eng,0,2026-07-01 09:00:45,0.6859976977874301,1.5047817957750718,3.7142975301968377,0.8988298106392082,0.8902141198722017,0.4193950349294771,0.3,0
P000046,612953,33072,sales_sdr,0,2026-07-01 09:00:46,0.8778294333315704,0.8798433402999184,1.2884474560478443,0.8059585312979041,0.6845279235634757,0.5263953855085031,0.22,0
P000047,176506,32174,sales_sdr,0,2026-07-01 09:00:47,0.7290505702769164,0.29734017118852574,0.3852639205988104,0.7743147647149047,0.841033854629458,0.6555004041674486,0.22,-1
P000048,605676,37723,data_analyst,0,2026-07-01 09:00:48,0.9019649356418427,9.140695173154109,-4.926267406370103,0.7558774921526387,0.8716109334331336,0.7494757248002435,0.24,-1
P000049,145503,32663,software_eng,0,2026-07-01 09:00:49,0.5197354991782623,0.2500979928859532,4.415247544728931,0.8649399096215561,0.700978494590018,0.3819500834230184,0.3,0
P000050,188542,30656,qa_eng,0,2026-07-01 09:00:50,0.33358724900037173,2.836612535503841,-0.7663405090174109,0.8637976572000428,0.5272874978137287,0.7984535134476777,0.2,0
P000051,510157,35083,support_ops,0,2026-07-01 09:00:51,0.7634540547978182,2.8441444582984516,-2.0998311397518785,0.9539452914644615,0.6366420164287424,0.5111272832432735,0.18,-1
P000052,609672,36597,sales_sdr,0,2026-07-01 09:00:52,0.7769698842600539,2.5927196731899365,2.193109975805033,0.6020779853429644,0.5533053073420077,0.5964222992756318,0.22,1
P000053,387410,33130,support_ops,0,2026-07-01 09:00:53,0.7136630392641983,3.8159132874853814,-3.0734204529786098,0.8316556636173937,0.7513627129656103,0.6537963207245416,0.18,0
P000054,437465,38742,data_analyst,0,2026-07-01 09:00:54,0.6009142427044112,2.5430264310384345,1.3120054287291567,0.6981191321469069,0.9146332740351862,0.5461075498320053,0.24,0
P000055,272259,33117,software_eng,0,2026-07-01 09:00:55,0.29798469961935975,1.7765733857777044,3.7976484316215022,0.9497861947004144,0.8404104185888559,0.5384174971545002,0.3,-1
P000056,231426,38503,software_eng,0,2026-07-01 09:00:56,0.8075691245889411,0.7137110790844554,0.36038021358320815,0.8706787583189405,0.1900392466940324,0.44811580251228794,0.3,0
P000057,245320,39299,support_ops,0,2026-07-01 09:00:57,0.6515652059073165,5.3773484392426125,-3.6755594653251906,0.5226747994758951,0.695874523676993,0.7851958105808883,0.18,-1
P000058,809929,31597,support_ops,0,2026-07-01 09:00:58,0.5055937735601062,0.5673330072081962,3.5399833639077682,0.9681676419341154,0.6223355160599563,0.8751815871824798,0.18,-1
P000059,379961,38203,qa_eng,0,2026-07-01 09:00:59,0.9394259590845442,4.874127374998,-4.421524720540774,0.8898997421701956,0.7208582258162657,0.7584045232911251,0.2,0
P000060,518248,36763,data_analyst,0,2026-07-01 09:01:00,0.5429696744219892,1.188040219137387,-0.6217524480228654,0.9376883316584057,0.4345092227860514,0.5301292416132235,0.24,-1
P000061,427339,33906,support_ops,0,2026-07-01 09:01:01,0.6102816702125188,5.517981839222797,-2.725181556182864,0.8049146312256101,0.6059345114908448,0.6685886206166641,0.18,0
P000062,482573,30327,support_ops,0,2026-07-01 09:01:02,0.5973992106154273,14.07363156205679,-12.789190559099518,0.8575352365330954,0.4179699406038013,0.4435857187483694,0.18,0
P000063,694191,33518,support_ops,0,2026-07-01 09:01:03,0.6057124099675398,0.7505511069586001,2.4313488752834016,0.8145671920333308,0.3407734959819891,0.7304704527917075,0.18,-1
P000064,659360,30191,software_eng,0,2026-07-01 09:01:04,0.6056525683128713,3.1366367084117184,1.0477699304408445,0.7444172189041622,0.5385382311802914,0.5553664111932649,0.3,-1
P000065,463299,32734,qa_eng,0,2026-07-01 09:01:05,0.7346787110692832,4.76754399863379,-3.077176996007727,0.9510760542375587,0.8680823043631152,0.5523701067526047,0.2,1
P000066,582657,37858,support_ops,0,2026-07-01 09:01:06,0.8675902524268643,0.830603331962066,3.5710055579512057,0.936982506241853,0.4648029547073335,0.5966383829469214,0.18,0
P000067,616074,34989,sales_sdr,0,2026-07-01 09:01:07,0.6401667403488944,1.0284530074455231,-0.12959738495164363,0.7385236967790161,0.3002776981037557,0.544212526973008,0.22,0
P000068,364795,37541,data_analyst,0,2026-07-01 09:01:08,0.6964474961865867,4.056145532937484,2.308065797215078,0.7225543510152549,0.7363906137951023,0.6773025971490054,0.24,0
P000069,343019,33293,software_eng,0,2026-07-01 09:01:09,0.8346040475604621,2.5283400301222745,-2.2466497237017027,0.8716116506594848,0.5467549100152244,0.5627914200361828,0.3,-1
