candidate_id,cand_experience_yrs,cand_expected_salary,cand_region,cand_activity_score
C00000,0.39191024229690985,7.854535456539297,East,0.2297633616857656
C00001,2.7086249996141256,12.186176122079988,North,0.21991375476282807
C00002,8.725248482826192,10.954674097869228,North,0.28605536114802116
C00003,1.698348794408079,5.774872717261264,East,0.07109767229612997
C00004,4.911512276912688,8.63383992232717,South,0.22183998281466455
C00005,0.6672067143528384,13.755136457415496,North,0.2129269703796663
C00006,8.77065641686534,9.637191135318563,North,0.2125900589867014
C00007,0.0,3.1127505947032574,East,0.3285828502133716
C00008,5.978452642755688,7.412344635048834,North,0.3272537674253559
C00009,6.767919168363559,11.640149967161339,South,0.7097669988026086
C00010,6.300601879987182,4.101180889397838,South,0.3990815204249892
C00011,9.167079825986947,10.091450072103092,Central,0.33895768621511424
C00012,0.0,3.0,North,0.2766083162960817
C00013,5.161176188187231,4.385300334400958,North,0.22286260531538404
C00014,5.888212018306601,9.527495252484607,West,0.31063393107594783
C00015,1.8585415083438668,12.087497169479313,North,0.13686533631003814
C00016,6.73371413370684,9.794314482726067,North,0.3314721413924742
C00017,5.665437045834493,9.176868011600732,East,0.15191331453591184
C00018,11.013535357516496,7.487842833074093,South,0.34950198900585827
C00019,3.7151040682219847,7.671325880643979,East,0.7134221923384635
C00020,3.8094739766851937,11.925969631763738,East,0.13333291328182972
C00021,1.7684172187130973,6.913845420854466,West,0.29084278590404594
C00022,0.0,6.0464936764915675,North,0.2681757552403773
C00023,5.809020560280029,7.50636425270447,North,0.7853462862804328
C00024,5.646948622230733,11.904393445785338,South,0.13336742206245775
C00025,1.5598287629599707,6.84185927231544,South,0.19193262311825093
C00026,5.832534749232563,7.263198266964458,West,0.2654720882893797
C00027,0.0,9.370717784116016,West,0.21401396839422013
C00028,4.8318685936325405,10.940327068256519,Central,0.0651733633439038
C00029,1.2924804806701249,7.7801071251476,West,0.6280390956551719
C00030,1.7661299306843103,8.781182252602914,West,0.4499446230112943
C00031,0.45264828338068774,10.327981973827738,East,0.25177945641871047
C00032,3.415060341640639,10.910442919027082,South,0.4079928465182825
C00033,6.725179891801913,9.50746790518337,East,0.0015114609828605146
C00034,5.3756774086365064,10.452036990858065,North,0.2785457618839845
C00035,7.6081024196084375,7.293580067763601,North,0.223813470578728
C00036,2.6959015788305978,10.477432238799619,South,0.1908549160549052
C00037,5.488362124266358,10.465331734600175,Central,0.10429866828272305
C00038,4.035149253158096,3.0,South,0.2197388833146406
C00039,3.899189680131574,7.033836695371337,North,0.20946828818208477
C00040,3.4297849812977654,3.0,East,0.33334931190952827
C00041,3.888252242343619,9.790225130110015,West,0.10027174021580941
C00042,2.943204895150692,10.921337183525518,Central,0.500373726534079
C00043,3.284690947059092,8.54088820399231,North,0.8054250142058506
C00044,3.739885897473629,7.905184016728927,West,0.4444573112885316
C00045,0.0,11.823878986795265,West,0.09391783809551194
C00046,5.766109834645452,7.215722486164665,East,0.49721145150469664
C00047,0.0,6.8571405089224,East,0.2870861146509286
C00048,5.848706189659938,3.0,South,0.025633046313845283
C00049,9.466165664028527,3.0,East,0.40836997020250826
C00050,6.9866179844880465,8.481055187245987,East,0.3802453307196963
C00051,2.8716874283212532,7.1676727933274895,East,0.44330276356976983
C00052,4.268778302105304,12.983754739289033,East,0.38060171339308807
C00053,1.8917351205363877,5.903656460071801,South,0.15661766832263613
C00054,5.75250722005687,5.369529975597598,Central,0.25012767746516523
C00055,1.356284657691849,9.869761661213046,Central,0.26813508129424524
C00056,3.9932492664875276,12.261264288686533,East,0.22199209726826508
C00057,0.0,6.807708267020708,West,0.4220939414631853
C00058,5.076388251718763,12.621037605975818,West,0.12144612231596545
C00059,8.307982053303142,11.220960297117696,West,0.02908137982545937
C00060,3.789961423561599,7.514329055671725,North,0.3143920915086915
C00061,1.3901275809385942,5.538628671592663,North,0.05038655334268652
C00062,3.8633256197363774,7.051545756739287,East,0.41417167446910697
C00063,2.8598858134234124,3.0,West,0.25695016486236677
C00064,7.400706108626875,5.233849591080796,South,0.5261581759206044
C00065,4.548744190386115,8.707126704064715,East,0.4341557678338698
C00066,5.38065591830519,12.977401872497273,East,0.24859176336319616
C00067,6.138992276035298,3.0,East,0.13285562401145773
C00068,8.233950957630135,8.648657285585202,South,0.3946254609851992
C00069,0.0,12.294883708175169,East,0.37178870073508713
C00070,1.950724595244476,15.149430207591209,South,0.3105708051985247
C00071,3.8726985697626755,9.360627310670292,West,0.12855781058028568
C00072,3.012371804922976,8.144187424556753,Central,0.30671360908914236
C00073,8.341176088093306,8.374314083426805,West,0.47451079488585957
C00074,1.5195726838207793,8.917174543575065,Central,0.2600171654547243
C00075,2.9578514992044047,3.284738263094887,East,0.2341001473776624
C00076,8.307934374405328,7.142478431218207,East,0.3015096926687941
C00077,5.361986894340877,13.931454973236036,North,0.2955478546860294
C00078,0.0,3.8820128163444085,South,0.14368441406160065
C00079,1.414052934059875,12.428841414226449,West,0.0724796982066711
C00080,3.848115660829027,11.82613005159131,West,0.2646535493084349
C00081,0.7418963408975574,9.7028018246594,North,0.43801540836802877
C00082,3.491347852898668,16.365022457707617,Central,0.17616822620232392
C00083,11.37473081720968,14.56828368389702,West,0.20360297878093614
C00084,3.4996727979940414,11.999062214632493,North,0.530368752953233
C00085,6.250444789697001,12.48790199887603,South,0.20347468967060559
C00086,0.0,16.010590218203756,Central,0.2958041485854254
C00087,11.904222263245,11.22364812519777,South,0.2883240043389454
C00088,4.032406254568046,8.774235612451571,West,0.10619468107210794
C00089,5.68098753469677,7.969915204360834,East,0.37923521979549707
C00090,4.326106458440229,15.90452949867804,Central,0.0862115646788023
C00091,0.0,12.119478450091105,North,0.5787621445114741
C00092,9.773488111037718,3.0,Central,0.5097282352951061
C00093,5.662990013897172,9.922689209522503,South,0.46422668466598405
C00094,2.137535842958234,12.144797074611658,North,0.2781000282381391
C00095,3.8169479469147753,9.504660785723898,Central,0.3695861404296814
C00096,0.741779252162563,3.97047010007452,South,0.33444204807867
C00097,4.350940702071661,3.0,South,0.13346523526690315
C00098,3.9942447999728374,10.213867603266678,Central,0.3851539068492065
C00099,3.7179544777445335,6.347304997452941,North,0.11772156187353029
C00100,2.388709031301661,7.364403639164842,North,0.2675377646276868
C00101,9.663771914588398,8.99552111200844,West,0.012145354576059563
C00102,0.18114271378080282,6.422176940469135,North,0.12403167932471684
C00103,1.761650551171822,12.478703026777964,West,0.534661202438783
C00104,7.795479836464981,9.097794887679147,North,0.20273086025095644
C00105,3.116293736015166,3.0,South,0.02513346825312587
C00106,1.7911806503849936,9.113306980331764,West,0.1686431057117333
C00107,4.953996083242142,5.86296596433928,West,0.11515437211120695
C00108,0.03590778506419223,7.2117096325285415,West,0.2745108238240145
C00109,2.543811391257631,5.934152663209324,South,0.0751177822089103
C00110,0.0,7.938559566742982,West,0.1340355913049853
C00111,6.961742058950229,6.7331478987594,West,0.15014680828338667
C00112,5.205784849236437,5.951216275851004,East,0.28879691431068333
C00113,3.700496258513649,11.28743673054684,West,0.06645858305216076
C00114,7.779117558641218,8.5238859735995,West,0.1296237238599431
C00115,6.987576173117082,5.2630437434081605,East,0.1665766839577079
C00116,1.9844567807163824,7.736842055379977,Central,0.23112160318156266
C00117,4.76947593533062,10.741015828684255,South,0.47125673719396993
C00118,7.802870682411714,5.571294384890281,West,0.4040431083268145
C00119,4.688381093375289,6.910350274275907,South,0.30453020208961484
C00120,2.004814838915131,12.749507867678592,West,0.2439042348014981
C00121,2.4332845613724796,12.124724820894967,West,0.4184982214259034
C00122,7.646447249493081,15.46392969664819,North,0.30842344069863664
C00123,5.0006470349086145,9.742053226338975,West,0.34308433144831413
C00124,1.9909557157833908,9.207328395971388,Central,0.2720307882758418
C00125,13.095287245331903,8.089882338547119,North,0.2678082216022042
C00126,4.717447853900382,10.081941544440797,West,0.1456173288324396
C00127,3.845296481571359,11.18666813046594,North,0.42224338768047587
C00128,7.1926284665740265,11.75444680391555,North,0.33301106701735167
C00129,1.03883453638934,3.0078408984358136,North,0.12535621307089734
C00130,0.0,5.712658814369784,South,0.2871125500448116
C00131,2.2789909274247435,13.653983257225896,West,0.18709756917922055
C00132,7.062648463007422,6.806617848539926,South,0.21293805534168553
C00133,10.702279242393194,13.007335878197631,East,0.6899886056569611
C00134,0.10597472757561999,11.462341151445152,Central,0.044429299959685836
C00135,7.291982521608602,11.965127067940086,East,0.2946808337328257
C00136,1.4685700644258306,3.6005303508171353,West,0.28699659772918484
C00137,2.8888881710166787,10.368013829684084,Central,0.24187262827423545
C00138,8.83573143240247,7.038151357225158,East,0.32737206861306684
C00139,3.4675675387192375,7.491228500843715,West,0.02949543013094667
C00140,7.913541091346653,6.037936717995521,West,0.3111592294158734
C00141,4.832032539160645,7.021006277897151,West,0.28847107297234437
C00142,5.650761229101098,17.247196610926434,North,0.35561252532608717
C00143,5.942841931658685,8.303301751115205,Central,0.2142457281584848
C00144,4.496546386050287,12.115318868484126,West,0.3416810517110289
C00145,2.8075499952117062,9.224822612356608,North,0.18638305705116842
C00146,6.292343216505369,15.750212157946553,West,0.40896245298927947
C00147,1.2488531606177178,9.25977235020297,East,0.42012931305738005
C00148,4.4968364506979555,8.776218271818927,South,0.03946137455451417
C00149,3.150510013340482,10.21240753980132,Central,0.4693246720947857
C00150,1.1049618256614693,7.8876148280483624,West,0.1647729200737642
C00151,2.4981455620340407,3.0,West,0.3718021983552453
C00152,0.0,7.022640199269223,East,0.4047323301682273
C00153,9.013363685689741,10.973727952734782,West,0.5152886669493876
C00154,4.345394102523429,12.777663474161091,West,0.28306081491898133
C00155,5.1424877585130195,11.10038389589039,Central,0.7329595044474886
C00156,0.16223808347420032,11.104808072495583,West,0.1903758401888029
C00157,7.3180188745083585,7.684320518666492,East,0.2469404948537629
C00158,8.385397502641915,5.6155914552906765,West,0.3219993424931282
C00159,10.191683606970004,14.449832976000852,East,0.03071425618161921
C00160,0.0,8.108711296971155,Central,0.4958786402150605
C00161,6.198725672312603,10.062114596465888,East,0.41587382861196226
C00162,3.8746083163734624,13.013905163510657,Central,0.36458477184983484
C00163,4.48457395646154,15.59244864729552,Central,0.19528882704911033
C00164,7.227168902482576,10.427025161233432,North,0.2231666634686791
C00165,1.2386327312521006,15.272825788255329,South,0.5171610400551585
C00166,5.0557923124559725,10.885001831383574,South,0.10534064930208974
C00167,5.056008861812894,8.383866733696534,West,0.3977186253386345
C00168,1.771963435896541,4.261261425350703,East,0.32720653135185457
C00169,5.743596435982758,5.694627292684367,North,0.5316399327434104
C00170,6.152045372826032,4.23862604732652,Central,0.2708659382625261
C00171,3.8649740789666214,6.566530016383926,East,0.45131022521294967
C00172,0.9290567149003275,9.81282773357562,South,0.15441700279504952
C00173,2.7173365560114395,6.715456342561051,West,0.036040256025132326
C00174,0.0,14.87232729066119,North,0.318721333233277
C00175,4.398391074171213,3.0,East,0.47918541075955573
C00176,7.156224658071228,8.74451765950203,West,0.6666911149449901
C00177,7.571802036603756,6.388814824616822,Central,0.3861467523376394
C00178,3.72904296923461,6.410359177193531,West,0.1364287628692501
C00179,6.559697988607228,11.876372184353347,West,0.384101753147505
C00180,4.9442389167687635,8.324629659188135,South,0.1144219544875706
C00181,5.580094126313729,11.268682828078777,South,0.019830025344645383
C00182,2.100237393179218,11.246164618478579,East,0.40248308089611257
C00183,6.155043660682488,8.657570809035409,West,0.025224929180617046
C00184,0.3196937963450912,8.798103708874313,Central,0.19323605400053007
C00185,3.5738811753011794,7.8869849261713085,East,0.3505021072476146
C00186,6.307442505900423,10.779768250178487,South,0.3279448704452068
