job_id,job_min_exp,job_salary_offered,job_region,job_popularity
J0000,5.815902622444871,9.236467539196232,South,4.33485927227654
J0001,6.7323613361717545,9.485662768757239,West,1.3133854397357505
J0002,6.8375356342811155,14.745311154060968,North,1.2306676808293753
J0003,3.2948225542779186,5.859799557056309,South,5.954449668067684
J0004,4.8280641068428505,10.719359375803114,North,1.9575888145059344
J0005,1.8862914524801568,4.120976939373408,West,1.411744325318241
J0006,1.9997474860871594,9.00147158446521,South,1.9265626542629926
J0007,1.1222875395216794,13.000613913179912,South,1.1058192829271278
J0008,2.5676863021447316,8.425929743911787,West,2.837055040526796
J0009,5.428826644893606,6.641721633369222,West,1.3544659306059794
J0010,0.0,5.5835402545303205,South,1.008365913109015
J0011,2.0904699622934118,17.577465145187603,West,1.1134074073962708
J0012,0.0,3.0,North,1.4878851455703728
J0013,3.926690329252902,10.655679646705234,West,2.4867812999002954
J0014,2.7066495960731736,3.0,South,1.0319916220328778
J0015,0.48646881178253176,8.441694016364313,South,1.3154567487451598
J0016,0.690666226000686,11.913927655513945,South,1.3220750180416647
J0017,3.193108528592419,12.835773800016991,North,1.1259157253263279
J0018,4.433578745105215,10.319284483697535,Central,1.5967880470643303
J0019,1.294809084059026,8.121949463520016,Central,1.2437966010364736
J0020,1.8450440408100104,3.2493832410451615,West,1.086938997496014
J0021,0.24272040964957675,8.145933174834008,East,3.290031409466581
J0022,2.0536686058134155,4.510239513569906,South,1.3788793303960105
J0023,0.0,13.634637843290513,West,2.1470053376470744
J0024,4.4718293326341785,13.001478612166526,West,5.840595249837484
J0025,2.2383282726248988,8.238358835907029,North,3.3569542227449234
J0026,0.0,19.078651314853772,South,1.9889793483040035
J0027,2.5893172780167277,3.935180963836763,East,3.902122782783744
J0028,3.798934674573996,5.85269560844278,Central,4.473131196126374
J0029,0.49500010393327587,3.0,Central,2.3198607855044995
J0030,4.342032667756151,3.0,West,1.0613760650207795
J0031,3.9431435670116786,6.67256580879363,North,8.105143131834057
J0032,4.915916045663791,5.335086013573974,Central,1.082113231589628
J0033,0.9658444195309719,10.450383458882023,East,1.6685957579100685
J0034,4.063880892811512,6.99849151858402,East,1.3192277165778161
J0035,1.3687655421558063,16.71739841468942,South,1.0207387084532333
J0036,6.826041486076387,3.986838869072889,West,2.9109791417431925
J0037,3.204279326334368,15.214524125659178,East,1.177760262196539
J0038,4.031459202870529,3.0,West,2.208517885913859
J0039,1.4206161707461442,7.821419617394698,West,1.1343380899636362
J0040,4.622413693313978,5.023371220217742,East,1.1481401613383795
J0041,5.108722345375837,7.503676102786546,North,2.0882452025131313
J0042,2.4608157838529947,10.784792084871036,South,1.0487229600532266
J0043,3.0524752193918525,10.11625818505807,North,7.966051155206869
J0044,4.015374563486587,8.695658669977366,Central,1.1392384737952281
J0045,2.615339698708926,3.0,West,3.435266932303171
J0046,0.0,12.881844781013577,Central,1.3298216691754874
J0047,1.6787133403610601,8.230125004001335,North,3.665628704371457
J0048,3.2781554352250746,7.147494236531116,South,1.3646210648448331
J0049,2.5291167954779876,8.488259654495815,South,3.277799255687689
J0050,1.0117566090321375,9.443044355066622,South,1.8873150051517538
J0051,1.022374034998022,7.602215190338047,West,3.200765016224326
J0052,2.709079582799272,3.0,North,1.9930335022732821
J0053,4.864700979983727,5.161044877954536,West,1.9953077421253622
J0054,1.1791159037544379,7.457719591721428,Central,1.2185668154647205
J0055,3.51037630320341,8.711144712751445,North,1.0249866394388156
J0056,1.7014099470811719,10.250186914177313,South,5.670470825790812
J0057,3.900048057589032,8.540805253097341,Central,1.214346306935509
J0058,3.2517612984978634,3.0,East,1.9769341784477388
J0059,2.4034021150773897,11.507095503101235,East,1.1506251424588199
J0060,0.4741159678603091,12.289397124154963,West,1.3877345599391626
J0061,4.808009643794793,5.42190941795597,South,1.111244846544676
J0062,6.39982460563836,8.556928181847988,South,1.2902601643798435
J0063,6.167317683602354,10.888482945588585,East,1.138391002285353
J0064,4.237688553600186,6.09188696538127,South,1.1747138520482905
J0065,0.0,12.959053398724034,South,1.2840965505780542
J0066,0.0,14.57918759172669,Central,1.4403615050431633
J0067,0.0,10.948761975171626,North,5.922037380150549
J0068,4.169530356078735,9.666509093324867,West,1.1900638371085992
J0069,0.0,12.857268555050087,North,1.3598627752953756
J0070,3.358622320015719,8.810624754294851,South,4.6878213036334415
J0071,0.0,12.536659337524206,North,1.0361198445342266
J0072,3.086238643373049,5.84711838085566,West,1.0173984543514183
J0073,3.14512436585989,14.149091737317905,East,1.518498122773778
J0074,3.588725836425157,11.389353020193077,North,1.6489895776147248
J0075,7.524663211250053,9.539545943183276,South,1.072272511746335
J0076,4.779815686821626,13.682035552878366,West,1.6400514837993414
J0077,3.1647688567518624,9.347521906322296,North,2.9348675503010115
J0078,5.996944114843004,12.1888359637278,West,1.1867514397172945
J0079,0.16040488884610182,14.259066812510067,East,1.2995742552037264
J0080,4.394804182030793,5.929781952414644,Central,1.4454370488055375
J0081,1.680338114817644,9.096858838883069,West,1.7170566667857459
J0082,4.591838921199049,8.086186728386576,Central,1.146751135353225
J0083,4.273308080615548,4.167633877987321,East,1.9580058438491568
J0084,0.0,3.0,West,1.6141081933517223
J0085,5.270356402588901,8.034099066951867,West,1.4098226401464915
J0086,4.490037464931193,14.561907028287472,North,1.4357930193770543
J0087,5.053742946104192,3.0,West,1.278919268094482
J0088,6.10390274290204,3.0,East,2.230712836841319
J0089,6.01708048372892,12.259584154388115,North,1.049856120916163
J0090,1.746100930472853,11.437355085431207,West,1.5665067168467584
J0091,3.551759112971325,3.589901846302208,East,1.1920902272464458
J0092,4.589192949126842,7.31583240394658,West,1.7841755714814476
