tenant_id,candidate_id,job_id,true_score,click,applied,shortlisted,protected_group,skill_python,skill_sql,skill_ml,skill_react,skill_java,skill_aws,skill_communication,skill_leadership,req_python,req_sql,req_ml,req_react,req_java,req_aws,req_communication,req_leadership,years_exp,min_exp
tenantA,tenantA_c467,tenantA_j39,1.1508615903059047,1,1,0,B,0.1250626238204563,0.08039172228056757,0.9891502185442629,0.874915456014435,0.10474133574289646,0.12149291267976758,0.3367964827811233,0.6473897296930802,0.8001505245166439,0.21350969549428211,0.6112552768432566,0.182565998090234,0.7821194419132999,0.4850061531697504,0.3959102798762859,0.2721149918293584,5,7
tenantA,tenantA_c622,tenantA_j13,0.9111876326456996,1,0,0,A,0.28511862469484506,0.40193598777111483,0.31646995062782435,0.7983250860042382,0.2529142579512079,0.09191389806048611,0.6898865098375517,0.6828267277318784,0.1299233490050159,0.15833045338699614,0.7650189423829982,0.8429650340974851,0.8293297472990032,0.836914827558379,0.06818968421614768,0.2959304295562497,11,2
tenantA,tenantA_c435,tenantA_j42,0.6488907023478454,1,0,0,B,0.06467901617219507,0.47821386146210587,0.9610026572655985,0.581034493635486,0.921166439773338,0.41345844927518216,0.2632853354342921,0.162352722200935,0.4688175623413746,0.046254451961077137,0.09818040068422618,0.4045635794346044,0.12481785291498482,0.924367676609029,0.5413689873597515,0.5599797430226674,10,0
tenantA,tenantA_c708,tenantA_j34,0.7406465918917542,0,0,0,B,0.31902910674379326,0.7215550204679624,0.0865258174294331,0.3670864728169386,0.7585956954246041,0.8767025844272966,0.7795513834817148,0.7099997119329207,0.2108191163911336,0.6226243615562176,0.21339919938001128,0.03959389548080583,0.17488675687380328,0.1374364706649449,0.6699358416535236,0.2444645300126096,14,5
tenantA,tenantA_c735,tenantA_j5,0.8392272339128933,0,0,0,A,0.12510619278761426,0.8831536591477617,0.44469381122210383,0.788493964778629,0.7841749251341638,0.32901040933132597,0.7901725095188842,0.030800439830176995,0.3624083057147466,0.34764880113391394,0.7663662919475799,0.013536329667743208,0.4089514064062312,0.21511097823810366,0.06880958085385447,0.4701258421387948,8,3
tenantA,tenantA_c653,tenantA_j39,1.0800986218134685,0,0,0,B,0.3608384472857208,0.5010422713677831,0.3157883508002637,0.10443647979294446,0.28628956579439624,0.7401614588519758,0.8268746381628626,0.1792857144995268,0.8001505245166439,0.21350969549428211,0.6112552768432566,0.182565998090234,0.7821194419132999,0.4850061531697504,0.3959102798762859,0.2721149918293584,0,7
tenantA,tenantA_c656,tenantA_j48,1.4075072120924208,1,1,1,A,0.9107105105084861,0.5878628120542178,0.12185109592399379,0.5111668309972213,0.6892663122853349,0.005559674807367743,0.7641724946079754,0.1126316334642452,0.6298727485143665,0.8339127967135346,0.5757526001771456,0.5812937124536722,0.0042274706031006914,0.7215484260894081,0.9649405578210326,0.04575118333468553,5,9
tenantA,tenantA_c578,tenantA_j1,1.1982462311144175,1,1,1,B,0.6502910324811046,0.6009902927219272,0.5098846768137948,0.6078635379318663,0.04637895868368325,0.16680149726790106,0.07231390287455486,0.11057928448952348,0.8430679180456904,0.2424708637822982,0.5468955116032395,0.3536143984345468,0.7556134701216641,0.07195181742098522,0.41724309292361306,0.815811363827296,4,6
tenantA,tenantA_c386,tenantA_j23,0.9364856943859547,0,0,0,A,0.18062566011402614,0.9020827618539544,0.4063806406435466,0.7968495850080933,0.47664211693332137,0.541953375995702,0.014232501919307694,0.5802521339314545,0.04396518513049752,0.08528452446795831,0.6073160651174692,0.5280300166946028,0.22328352735542312,0.3456235513434498,0.2279590470954631,0.03287241450971068,5,7
tenantA,tenantA_c327,tenantA_j56,1.429789256950696,0,0,0,B,0.4720253113246192,0.8179087308410816,0.2672453570088842,0.982231076864179,0.5363666101333593,0.08919284213900547,0.04403033946201007,0.3363642529334232,0.7095863016109677,0.3269490016665737,0.9120253821653097,0.5985019119265027,0.6952528855615531,0.7217490114452448,0.7036880551562297,0.02502392179145918,2,5
tenantA,tenantA_c403,tenantA_j35,1.5490051802450537,1,1,1,B,0.9278241224729301,0.3395672438991123,0.4497937087543955,0.3318906107098484,0.2610028806775555,0.7093108413725776,0.47554679468425076,0.19131472975024688,0.6333600614686984,0.046667670101965375,0.45658029939973577,0.7292352705740205,0.5976257847144555,0.656441004543129,0.23526662748221572,0.5871444543782287,0,6
tenantA,tenantA_c179,tenantA_j44,0.9823622510001381,1,0,0,B,0.8348566745925491,0.6207801498093627,0.06875882625196272,0.2751255166763472,0.5053268178270219,0.2667458481693472,0.10628019105393849,0.3183156568841987,0.4422842240497329,0.347653185015977,0.5494561129312742,0.12066033457518133,0.5699720704260697,0.3159114259897835,0.8847120689944232,0.4032862408660768,8,8
tenantA,tenantA_c781,tenantA_j52,1.6543117704595647,1,1,1,B,0.9088163320791107,0.8187740014614302,0.22982929011731335,0.23796615619517847,0.2594653754165567,0.7807172832153966,0.19319581942815067,0.8711320765741676,0.7771394750459512,0.3844496568790341,0.6151906037331356,0.8548560349279428,0.7655606456358754,0.1270201258550897,0.8316929749643117,0.7457253126405554,10,9
tenantA,tenantA_c701,tenantA_j3,1.6880346976709766,1,1,1,B,0.2444702330805586,0.6508569419783834,0.9392025969604516,0.6309624329945889,0.7226277595270847,0.33194184307957364,0.5464960039515162,0.48648485097559346,0.2281533857397453,0.046192390025134644,0.6432090249157555,0.9040442574345041,0.8287469439007515,0.8341188154328951,0.47378328770316847,0.0010424945173289624,4,4
tenantA,tenantA_c505,tenantA_j22,1.5777821756606134,1,1,1,B,0.9010357005522589,0.7082656218823932,0.8663085967434572,0.8814467975158014,0.9192570203776206,0.20491576606119355,0.9502378564775955,0.09556080915808662,0.5989195894946745,0.18899883758808134,0.27160580210196106,0.6286825163219744,0.6625301782990962,0.35305832350228283,0.44283495800727757,0.49122405374990885,8,0
tenantA,tenantA_c519,tenantA_j44,1.1150414420853378,1,1,1,B,0.900519613126699,0.5417180756619719,0.01680654159991357,0.4780100599212689,0.03778999057850907,0.9445163061481495,0.751539184041082,0.598322314806455,0.4422842240497329,0.347653185015977,0.5494561129312742,0.12066033457518133,0.5699720704260697,0.3159114259897835,0.8847120689944232,0.4032862408660768,1,8
tenantA,tenantA_c17,tenantA_j17,1.6498115719287387,1,1,1,A,0.354679037214903,0.3191702426679436,0.8495469547820002,0.2821118591636812,0.818858515022485,0.9682739499229579,0.44754551906984574,0.009063880917487,0.6046096106118151,0.8361888890745316,0.2914252763706564,0.20397018265193245,0.33239710525463806,0.7565150647494471,0.8677044534925983,0.687489376972674,10,8
tenantA,tenantA_c707,tenantA_j31,1.8395262563639985,1,1,1,A,0.8015551962457591,0.05618266655678428,0.5458602998715887,0.8303783633422951,0.2976784618445526,0.9631947430265009,0.29088573461269474,0.8060875937490907,0.5253343386866428,0.1226495318181221,0.45644318864746847,0.8811462479548122,0.2920832903707573,0.5314344336343048,0.9606395254916646,0.4865183245994511,0,6
tenantA,tenantA_c446,tenantA_j56,2.336460358233818,1,1,1,B,0.9599493859906455,0.6679670351691138,0.9106170341895102,0.15259537227941689,0.2525471655133965,0.899338057586283,0.6585387890301453,0.6719994905602329,0.7095863016109677,0.3269490016665737,0.9120253821653097,0.5985019119265027,0.6952528855615531,0.7217490114452448,0.7036880551562297,0.02502392179145918,11,5
