tenant_id,candidate_id,job_id,true_score,click,applied,shortlisted,protected_group,skill_python,skill_sql,skill_ml,skill_react,skill_java,skill_aws,skill_communication,skill_leadership,req_python,req_sql,req_ml,req_react,req_java,req_aws,req_communication,req_leadership,years_exp,min_exp
tenantB,tenantB_c384,tenantB_j22,1.8066436539614736,1,1,1,B,0.2707026679659442,0.9004433553923138,0.8195357007814976,0.5691861003248923,0.8688431606752882,0.8439103180317619,0.3138366210197501,0.12427649174063071,0.2836960252139422,0.8891064780033416,0.3342403856459989,0.04834885854564763,0.7954906105895233,0.28875932613303035,0.7037104931384534,0.6850760124509203,9,9
tenantB,tenantB_c434,tenantB_j19,1.7906886897500855,1,1,1,A,0.21612718180053647,0.2187670561371301,0.934161398896579,0.15744133291678886,0.1838654051588563,0.952052495896003,0.4188588932921713,0.8010547812787981,0.8247254453965349,0.5521050826958532,0.9772402809002559,0.9551776265604397,0.41040127980405605,0.6626935503459017,0.40156277498473536,0.8478080134638829,1,1
tenantB,tenantB_c461,tenantB_j15,1.8608873938651795,1,1,1,B,0.9392661532671598,0.9670169651146507,0.12490627633753826,0.46198877182376585,0.8696102144175211,0.4786112402202538,0.22052571232825902,0.7233270085705693,0.7659719496227444,0.840699457541272,0.5191277913377906,0.505121822392135,0.4031096948486177,0.8703236794912592,0.4812141887275856,0.20131637729854568,6,6
tenantB,tenantB_c95,tenantB_j1,1.8495084408064404,1,1,1,A,0.832700204620647,0.8491973922685828,0.9760783327899487,0.2833363617851704,0.6161984071509028,0.9741883630619087,0.07244364663809111,0.3759602492894103,0.8849050764561937,0.8452951771806557,0.6756290478512925,0.3848551334234207,0.5295130418983456,0.12164709734953516,0.7938146014986699,0.7606778818813248,8,9
tenantB,tenantB_c242,tenantB_j9,1.11463513013661,0,0,0,B,0.12060124258182048,0.27718857262821406,0.6056912109879303,0.8579799990351366,0.5751284241833635,0.4797393529987065,0.36680395753370376,0.47744946374378094,0.16048154229129752,0.23831597250352743,0.07851782025588261,0.08327610006113784,0.8677934658978009,0.11054229278622452,0.1694461378108657,0.3981052695669157,8,8
tenantB,tenantB_c277,tenantB_j18,1.0932813241659363,1,1,1,A,0.6566032933489891,0.663687416623076,0.9649103187039585,0.7183115663733045,0.22190205384330886,0.3853107798389205,0.8150361958914358,0.13917763551446816,0.6825134058117482,0.37264593343882524,0.11897866627702047,0.2533534253016637,0.3866397681874493,0.2297781699072723,0.5151835760222363,0.12891156508025103,7,4
tenantB,tenantB_c156,tenantB_j24,1.035714455596254,0,0,0,B,0.7355217330298304,0.932625624368297,0.22975222666579065,0.3569183535398579,0.16369186532886937,0.4201341913810107,0.8165024921273873,0.5591782394181166,0.7339702644794611,0.07443233493980039,0.0697896219280314,0.9719227265883222,0.6495800150501166,0.017775191904683685,0.0921112313513337,0.7532052453856166,0,7
tenantB,tenantB_c618,tenantB_j32,0.6937420490312203,1,1,1,B,0.5582122459984663,0.20445228256797043,0.27730306874980915,0.3543867597883956,0.5389147385042562,0.845165239648227,0.2543434519715556,0.1699416209996878,0.5242129531654623,0.7872844428966171,0.8216840557573506,0.4110710966711064,0.21029931867224572,0.23785668123084314,0.3040806944973802,0.30589974745582105,11,5
tenantB,tenantB_c302,tenantB_j31,1.0779777532883228,0,0,0,B,0.7886319942179041,0.07302645240085048,0.8834118748480294,0.6605229743752091,0.7840714066157405,0.26808299040908323,0.08079067678762608,0.9465487509074222,0.5628964050859311,0.08456914418825368,0.6219718389631776,0.056764439790347176,0.4341226646821069,0.2376649340427358,0.7311392392761353,0.29195799207366346,2,7
tenantB,tenantB_c415,tenantB_j8,0.9301622693358984,1,1,1,B,0.9309727805046472,0.8912562898919874,0.4549947616509449,0.9617923606685889,0.297827384544877,0.35147848143163374,0.4120468805956733,0.21004642960851294,0.23206644048559155,0.2159288796822032,0.23334216124741813,0.2309688325415099,0.7987506191541505,0.9724450272132746,0.5167700589685839,0.18482997448238436,9,4
