user_id,job_id,clicked,applied,overlap
0,485,False,False,0.2857142857142857
0,272,True,False,0.16666666666666666
0,33,False,False,0.5
0,192,False,False,0.0
0,296,False,False,0.0
0,135,False,False,0.125
0,375,False,False,0.0
0,82,False,False,0.0
0,265,False,False,0.0
0,377,True,False,0.125
0,349,False,False,0.3333333333333333
0,492,False,False,0.0
0,476,False,False,0.0
0,65,True,False,0.2857142857142857
0,23,True,True,0.16666666666666666
0,302,False,False,0.125
0,379,False,False,0.0
0,28,False,False,0.0
0,418,False,False,0.0
0,496,False,False,0.125
0,263,False,False,0.2
0,95,True,False,0.2
0,98,False,False,0.14285714285714285
1,381,False,False,0.3333333333333333
1,5,False,False,0.16666666666666666
1,358,False,False,0.0
1,47,False,False,0.0
1,379,True,False,0.0
1,100,False,False,0.0
1,146,False,False,0.0
1,278,False,False,0.0
1,377,True,False,0.125
1,74,False,False,0.3333333333333333
1,327,True,False,0.3333333333333333
1,65,True,False,0.2857142857142857
1,211,False,False,0.5
1,265,False,False,0.0
1,281,False,False,0.0
1,73,False,False,0.0
1,476,False,False,0.16666666666666666
1,75,False,False,0.2
1,469,False,False,0.16666666666666666
1,77,False,False,0.0
1,107,False,False,0.0
1,296,False,False,0.2
1,232,False,False,0.0
1,76,False,False,0.125
3,435,False,False,0.0
3,79,False,False,0.2
3,476,True,False,0.25
3,497,False,False,0.2
3,329,False,False,0.2
3,265,True,True,0.25
3,367,True,False,0.0
3,301,False,False,0.25
3,377,True,False,0.16666666666666666
3,1,False,False,0.0
3,379,True,False,0.3333333333333333
3,207,False,False,0.2
3,383,False,False,0.0
3,185,False,False,0.0
3,127,True,True,0.6666666666666666
3,175,True,False,0.0
3,457,False,False,0.0
3,93,False,False,0.0
3,296,False,False,0.0
3,263,False,False,0.0
3,495,False,False,0.2
3,34,False,False,0.2
3,349,True,False,0.0
3,270,False,False,0.0
3,237,False,False,0.2
3,100,False,False,0.25
3,492,False,False,0.0
3,84,False,False,0.0
3,264,False,False,0.25
4,221,True,True,0.0
4,379,True,False,0.0
4,130,False,False,0.4
4,180,False,False,0.0
4,100,False,False,0.2
4,185,False,False,0.0
4,372,False,False,0.25
4,329,False,False,0.0
4,22,False,False,0.0
4,186,False,False,0.16666666666666666
4,203,True,False,0.25
4,435,False,False,0.25
4,265,False,False,0.0
4,42,False,False,0.0
4,434,False,False,0.25
4,365,False,False,0.0
4,197,False,False,0.25
4,496,False,False,0.14285714285714285
4,115,False,False,0.16666666666666666
4,433,True,True,0.75
4,14,False,False,0.16666666666666666
4,416,False,False,0.6666666666666666
4,347,False,False,0.0
4,174,False,False,0.2
4,241,False,False,0.0
4,349,False,False,0.0
4,335,True,False,0.0
5,377,True,False,0.16666666666666666
5,379,False,False,0.0
5,1,False,False,0.0
5,493,False,False,0.0
5,447,False,False,0.0
5,296,False,False,0.0
5,435,False,False,0.0
5,455,False,False,0.3333333333333333
5,82,False,False,0.2
5,360,False,False,0.0
5,436,False,False,0.0
5,276,False,False,0.25
5,216,False,False,0.2
5,452,True,False,0.25
5,19,False,False,0.25
5,219,False,False,0.0
5,335,False,False,0.0
5,41,False,False,0.0
5,265,False,False,0.0
5,199,False,False,0.25
5,15,False,False,0.0
5,116,False,False,0.25
5,352,False,False,0.0
5,348,False,False,0.25
5,437,False,False,0.0
5,364,False,False,0.0
5,118,True,False,0.0
5,362,False,False,0.0
5,211,False,False,0.16666666666666666
5,243,False,False,0.0
5,110,True,False,0.16666666666666666
6,205,False,False,0.2
6,377,True,False,0.0
6,74,False,False,0.0
6,173,False,False,0.2857142857142857
6,40,False,False,0.0
6,265,True,False,0.4
6,276,False,False,0.16666666666666666
6,197,False,False,0.0
6,266,False,False,0.4
6,313,False,False,0.2
6,123,False,False,0.3333333333333333
6,182,False,False,0.2857142857142857
6,13,False,False,0.14285714285714285
6,403,False,False,0.0
6,100,False,False,0.0
6,329,False,False,0.14285714285714285
6,492,True,True,0.2
6,224,False,False,0.2857142857142857
6,263,False,False,0.0
6,55,False,False,0.2857142857142857
6,97,False,False,0.0
6,122,False,False,0.2
6,478,False,False,0.0
6,379,True,True,0.0
6,52,False,False,0.0
6,286,False,False,0.3333333333333333
6,461,False,False,0.125
6,76,True,True,0.0
7,379,True,False,0.2
7,140,False,False,0.0
7,78,False,False,0.16666666666666666
7,352,False,False,0.0
7,499,True,True,0.0
7,135,False,False,0.125
7,335,False,False,0.16666666666666666
7,39,False,False,0.14285714285714285
7,292,False,False,0.14285714285714285
7,446,False,False,0.2
7,356,False,False,0.125
7,349,False,False,0.14285714285714285
7,197,True,False,0.5
7,184,False,False,0.2857142857142857
7,136,False,False,0.2857142857142857
7,107,False,False,0.2
7,91,False,False,0.2857142857142857
7,265,False,False,0.16666666666666666
7,83,False,False,0.14285714285714285
7,377,False,False,0.0
7,102,False,False,0.16666666666666666
8,36,False,False,0.0
8,265,True,True,0.0
8,173,False,False,0.0
8,247,False,False,0.25
8,335,False,False,0.0
8,132,False,False,0.0
8,441,False,False,0.0
8,363,False,False,0.0
8,32,False,False,0.0
8,41,False,False,0.2
8,377,False,False,0.2
8,378,False,False,0.0
8,292,False,False,0.0
8,379,True,False,0.0
8,478,False,False,0.0
8,115,False,False,0.25
8,312,False,False,0.0
8,264,False,False,0.0
8,329,False,False,0.25
8,348,False,False,0.0
8,315,False,False,0.0
8,134,False,False,0.0
8,435,False,False,0.0
8,235,False,False,0.3333333333333333
8,122,False,False,0.0
8,177,True,False,0.0
9,379,True,True,0.2
9,171,False,False,0.2857142857142857
9,335,False,False,0.0
9,401,False,False,0.16666666666666666
9,439,False,False,0.16666666666666666
9,296,False,False,0.2
9,377,True,False,0.5
9,352,False,False,0.0
9,175,False,False,0.0
9,349,False,False,0.14285714285714285
9,272,False,False,0.16666666666666666
9,168,False,False,0.0
9,426,False,False,0.2857142857142857
9,290,False,False,0.0
9,485,False,False,0.2857142857142857
9,263,False,False,0.0
9,486,False,False,0.5
11,312,False,False,0.0
11,74,False,False,0.0
11,379,True,False,0.0
11,380,False,False,0.0
11,485,False,False,0.2
11,76,True,True,0.2
11,315,True,False,0.0
11,100,False,False,0.3333333333333333
11,137,False,False,0.0
11,39,False,False,0.0
11,329,False,False,0.25
11,377,True,True,0.2
11,349,False,False,0.25
11,115,False,False,0.0
11,265,False,False,0.0
11,42,True,False,0.3333333333333333
11,261,True,False,0.2
11,404,True,False,0.2
11,75,False,False,0.0
11,363,False,False,0.0
11,296,True,False,0.0
12,284,False,False,0.0
12,69,False,False,0.0
12,154,False,False,0.0
12,222,True,True,0.2
12,332,False,False,0.0
12,379,False,False,0.0
12,465,False,False,0.0
12,16,False,False,0.25
12,296,False,False,0.0
12,265,False,False,0.25
12,224,False,False,0.0
12,388,False,False,0.0
12,226,True,False,0.2
12,146,False,False,0.0
12,375,False,False,0.0
12,110,False,False,0.16666666666666666
12,197,False,False,0.0
12,106,False,False,0.16666666666666666
12,458,False,False,0.0
13,98,False,False,0.0
13,379,False,False,0.0
13,315,False,False,0.0
13,377,True,False,0.14285714285714285
13,492,False,False,0.25
13,265,False,False,0.2
13,276,False,False,0.5
13,115,False,False,0.0
13,382,False,False,0.25
13,74,False,False,0.0
13,327,False,False,0.0
13,139,False,False,0.0
13,469,True,False,0.0
13,277,True,True,0.0
13,137,False,False,0.0
13,132,False,False,0.0
13,352,False,False,0.0
13,349,False,False,0.0
13,210,False,False,0.2
13,347,False,False,0.0
13,224,False,False,0.3333333333333333
13,296,False,False,0.25
13,271,False,False,0.0
13,76,False,False,0.14285714285714285
13,223,False,False,0.16666666666666666
13,197,False,False,0.0
14,251,False,False,0.2
14,82,True,False,0.16666666666666666
14,265,False,False,0.2
14,76,False,False,0.14285714285714285
14,377,False,False,0.0
14,295,False,False,0.0
14,375,True,False,0.2
14,65,True,False,0.14285714285714285
14,193,False,False,0.3333333333333333
14,233,False,False,0.14285714285714285
14,197,False,False,0.25
14,337,False,False,0.0
14,183,False,False,0.16666666666666666
14,260,False,False,0.0
14,173,False,False,0.0
14,299,False,False,0.14285714285714285
14,177,False,False,0.0
14,271,False,False,0.14285714285714285
14,29,False,False,0.0
14,201,False,False,0.0
14,257,True,False,0.0
15,139,False,False,0.3333333333333333
15,285,False,False,0.0
15,286,False,False,0.25
15,379,True,False,0.0
15,335,False,False,0.0
15,102,False,False,0.0
15,108,False,False,0.0
15,312,False,False,0.0
15,21,False,False,0.0
15,377,False,False,0.0
15,152,False,False,0.0
15,222,False,False,0.0
15,347,False,False,0.3333333333333333
15,265,True,False,0.0
15,478,False,False,0.0
15,260,False,False,0.0
15,235,False,False,0.0
15,140,False,False,0.0
15,435,True,False,0.0
15,437,False,False,0.25
15,146,False,False,0.0
15,349,True,False,0.25
15,297,False,False,0.2
18,132,False,False,0.2857142857142857
18,388,False,False,0.16666666666666666
18,312,False,False,0.2
18,375,True,False,0.16666666666666666
18,265,True,False,0.16666666666666666
18,76,False,False,0.2857142857142857
18,379,True,True,0.2
18,351,True,True,0.2857142857142857
18,42,False,False,0.4
18,424,False,False,0.14285714285714285
18,296,False,False,0.0
18,135,True,False,0.2857142857142857
18,316,False,False,0.16666666666666666
18,100,False,False,0.4
18,98,False,False,0.0
18,377,False,False,0.5
18,20,False,False,0.125
19,235,True,False,0.0
19,349,False,False,0.14285714285714285
19,102,False,False,0.0
19,313,False,False,0.0
19,265,True,False,0.0
19,377,False,False,0.0
19,492,False,False,0.2
19,315,False,False,0.0
19,280,False,False,0.14285714285714285
19,300,False,False,0.0
19,394,False,False,0.14285714285714285
19,379,True,False,0.2
19,74,False,False,0.14285714285714285
19,441,False,False,0.2
19,476,False,False,0.0
19,378,False,False,0.2857142857142857
19,360,False,False,0.0
19,204,True,False,0.3333333333333333
19,314,True,True,0.6
19,484,False,False,0.0
19,201,False,False,0.0
19,392,False,False,0.5
19,329,False,False,0.0
19,9,False,False,0.2857142857142857
19,217,False,False,0.5
19,104,False,False,0.2
19,131,False,False,0.0
