job_id,candidate_id,skill_overlap,years_experience,distance_km,salary_gap_pct,candidate_activity_score,candidate_past_response_rate,job_fill_urgency,recruiter_rating,candidate_group,relevance
job_00000,job_00000_c000,0.2741082222845422,8.991062066692578,32.113254655448735,7.202151050874162,0.5097885357709138,0.5244646914824658,0.3384118384715338,2.629378886807698,A,2
job_00000,job_00000_c001,0.2149416440722767,4.837938725686561,40.04830447293542,-26.16878980461289,0.412046675775831,0.6524566466335914,0.3384118384715338,2.629378886807698,A,0
job_00000,job_00000_c002,0.8203840851137119,3.467902415297732,4.530159710719019,13.911577223372712,0.4534196026784694,0.2340965242199212,0.3384118384715338,2.629378886807698,B,1
job_00000,job_00000_c003,0.3069392963714644,3.9810977849915457,15.386995254957272,6.816305073215444,0.6643334407434622,0.7254072740504728,0.3384118384715338,2.629378886807698,B,0
job_00000,job_00000_c004,0.3874769389038663,2.153686669534596,7.699551460945476,-16.65646026621717,0.1435189032756458,0.8418081598036476,0.3384118384715338,2.629378886807698,B,1
job_00000,job_00000_c005,0.3643646770869101,12.33158566558469,25.67892629671887,-7.072872111749234,0.446983382455634,0.0443669265687974,0.3384118384715338,2.629378886807698,A,1
job_00000,job_00000_c006,0.6567856746386195,4.95516980556144,3.3107169589717835,3.9557580653477937,0.3758859335514214,0.1117526990634197,0.3384118384715338,2.629378886807698,A,2
job_00000,job_00000_c007,0.1861813813065887,10.83685546580272,0.884197272905527,0.7870019753436543,0.5051020278510192,0.7464113308790192,0.3384118384715338,2.629378886807698,A,1
job_00000,job_00000_c008,0.2315778509515729,4.100677164483671,5.413711459354194,-4.382567787053325,0.4907048238738142,0.3819386677646623,0.3384118384715338,2.629378886807698,B,0
job_00000,job_00000_c009,0.554550368862061,6.859776030936898,1.059905464238642,-1.552324020989413,0.4561501334127791,0.4630934707695983,0.3384118384715338,2.629378886807698,B,2
job_00000,job_00000_c010,0.4991010997140366,5.95443680223561,7.06655548683771,-3.779660673103281,0.632624710930583,0.1475474698164182,0.3384118384715338,2.629378886807698,B,2
job_00000,job_00000_c011,0.4010461169653324,1.9966810898913503,7.318200122669253,2.2884376815370286,0.7413303095522541,0.49275504939035,0.3384118384715338,2.629378886807698,B,0
job_00000,job_00000_c012,0.5701304349037682,13.175779957187668,1.7008378826822292,22.07237959489736,0.354714024838288,0.6195946381575508,0.3384118384715338,2.629378886807698,A,2
job_00000,job_00000_c013,0.5768359510393521,4.177184928551862,46.30845415254634,-38.49987661396946,0.2599562348311799,0.7657846531625672,0.3384118384715338,2.629378886807698,B,0
job_00000,job_00000_c014,0.3331118989405165,2.473227728284,4.532704996549011,-3.5527539676452635,0.0862051996099741,0.9197660364238583,0.3384118384715338,2.629378886807698,A,0
job_00000,job_00000_c015,0.7191858243822683,7.722420249074436,17.951517400002828,2.6476863205867045,0.7839602946506702,0.1299834520298424,0.3384118384715338,2.629378886807698,A,2
job_00000,job_00000_c016,0.7081809395117864,5.316622869591274,3.01080859094404,4.4399098453064925,0.1879520260457779,0.4118006685209452,0.3384118384715338,2.629378886807698,A,2
job_00000,job_00000_c017,0.46758027265895,6.5135632256140426,7.631504342752015,-5.578718719819348,0.3324576631351415,0.55442696209652,0.3384118384715338,2.629378886807698,A,1
job_00000,job_00000_c018,0.5914802164399937,5.634686534350866,1.3536557052668492,-26.35082673717874,0.3770784991869051,0.5718676117902511,0.3384118384715338,2.629378886807698,A,0
job_00000,job_00000_c019,0.4375835996060994,1.04874794933297,1.7676295644406752,4.919932255711645,0.233146815769919,0.6256786954718746,0.3384118384715338,2.629378886807698,A,2
job_00000,job_00000_c020,0.5855618703641545,3.0261826977046,0.1672685371663385,25.910253212462774,0.3488132941101835,0.4081300066000133,0.3384118384715338,2.629378886807698,A,1
job_00000,job_00000_c021,0.5997988322214487,2.9486828678290515,24.230505925697948,-23.007921073742065,0.7377672791006677,0.3571856803577273,0.3384118384715338,2.629378886807698,B,2
job_00000,job_00000_c022,0.7926723777266413,8.918762312025892,5.328821039074148,12.957420205472824,0.0249647709844876,0.3720141849434003,0.3384118384715338,2.629378886807698,A,2
job_00000,job_00000_c023,0.4764580660907019,5.434002198506644,10.389487774018928,-4.927878346843409,0.2611457347860567,0.167819641511483,0.3384118384715338,2.629378886807698,A,0
job_00000,job_00000_c024,0.5853785791435516,7.093199663458461,13.034197345928767,-0.9198651874327096,0.2546836616418143,0.3217754761927586,0.3384118384715338,2.629378886807698,B,2
job_00000,job_00000_c025,0.5278011070897801,4.3331413650513255,2.6971954487818905,-15.793477660559237,0.4971411556637693,0.5085958043395594,0.3384118384715338,2.629378886807698,B,1
job_00000,job_00000_c026,0.1245045012348963,7.290924663572895,43.99720453716824,-5.01684258533815,0.1535404749897694,0.8312074994397002,0.3384118384715338,2.629378886807698,A,0
job_00000,job_00000_c027,0.2766439211273867,4.844467260492088,8.199665406485918,19.500668920484376,0.2538904516880162,0.7883078885168314,0.3384118384715338,2.629378886807698,A,0
job_00000,job_00000_c028,0.5518775734096854,4.635113145000362,1.130628440867424,8.739828629815605,0.250890321766866,0.8181813290907791,0.3384118384715338,2.629378886807698,B,2
job_00000,job_00000_c029,0.3172030649166726,5.931054663459701,1.620658969498114,25.98467408114916,0.381090968694377,0.3160822862598871,0.3384118384715338,2.629378886807698,A,0
job_00000,job_00000_c030,0.796462833865344,5.634364267211564,7.444999574469372,17.661178334665404,0.3027745214306565,0.4518413715444419,0.3384118384715338,2.629378886807698,A,1
job_00000,job_00000_c031,0.6218326676820698,18.5042166153646,1.9048671282950689,6.586300183943643,0.2076303673501759,0.8009333134454053,0.3384118384715338,2.629378886807698,B,2
job_00000,job_00000_c032,0.6759159393197356,3.003824316861833,4.894898161153331,26.15901789251688,0.5915001530576472,0.9049413198286852,0.3384118384715338,2.629378886807698,A,0
job_00000,job_00000_c033,0.8134845834709034,1.8393566182050831,11.15002158254972,6.584897381074481,0.6707748882081639,0.6088946401119866,0.3384118384715338,2.629378886807698,B,0
job_00000,job_00000_c034,0.6320087438554433,6.431925284513516,0.62245658862461,12.419822651955885,0.5170644880873049,0.2300457963926832,0.3384118384715338,2.629378886807698,B,2
job_00000,job_00000_c035,0.4426694136126803,3.288951171298788,5.383421317830259,-4.448564303020626,0.7192139710094322,0.4612151780004411,0.3384118384715338,2.629378886807698,B,0
job_00000,job_00000_c036,0.3702938850346545,0.9451061688049348,23.54832237367563,0.9981872378880724,0.2131511454203907,0.4643088482041174,0.3384118384715338,2.629378886807698,A,0
job_00000,job_00000_c037,0.5276346684006696,2.56158972154382,1.117825646710766,-10.461357349504151,0.5194611541736568,0.646022592687674,0.3384118384715338,2.629378886807698,A,1
job_00000,job_00000_c038,0.6096307263729535,16.304016173791606,14.555369611228809,14.843759018922796,0.258108355939747,0.7981825695631317,0.3384118384715338,2.629378886807698,A,0
