job_id,city,level,company_pref_weight,popularity_prior,skill_0,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,skill_10,skill_11,skill_12,skill_13,skill_14,skill_15,skill_16,skill_17,skill_18,skill_19,skill_20,skill_21,skill_22,skill_23,skill_24
J0000,Remote,junior,0.6721061476981203,0.2026538626498317,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
J0001,Bengaluru,senior,0.5179712056690313,0.9360358507478118,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
J0002,Mumbai,senior,0.8884035034067945,7.110206126413173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J0003,Mumbai,junior,0.5967708597022169,0.7864669554516134,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
J0004,Bengaluru,senior,0.7045618999867377,0.43244305568762564,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0005,Chennai,senior,0.368799199099573,1.1893771023166262,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
J0006,Mumbai,mid,0.5534857715932138,7.82019678589543,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
J0007,Pune,junior,0.727622844175625,0.3199058016135661,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0008,Pune,intern,0.4896884369910116,0.32079735240826135,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
J0009,Pune,senior,0.9196193032909135,0.10293498853611899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
J0010,Bengaluru,senior,0.7745216178642279,0.36864235733158546,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
J0011,Hyderabad,senior,0.5743367736664479,0.15211322169049413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
J0012,Remote,lead,0.6614725964697223,2.3876768870072915,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0013,Hyderabad,mid,0.8060346213754552,3.748474275577815,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
J0014,Mumbai,mid,0.6534805520110809,0.17825167413281162,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0015,Chennai,senior,0.8923826043887215,7.287004341695109,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
J0016,Delhi-NCR,mid,0.6888660349740847,0.5476646788710847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
J0017,Bengaluru,mid,0.7647956763912523,0.11034089000315758,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
J0018,Bengaluru,mid,0.9650372089728414,3.0298230733417495,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
J0019,Mumbai,junior,0.6512633705532476,0.37245780018408314,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
J0020,Pune,lead,0.7607682140677743,1.5830921548070118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
J0021,Hyderabad,intern,0.7020598193020107,0.359656979645006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
J0022,Chennai,senior,0.6457447743102602,0.24512000794805608,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
J0023,Mumbai,junior,0.3391407928622391,0.626104887228727,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
J0024,Remote,senior,0.9934185502950026,0.1880322742523123,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J0025,Bengaluru,mid,0.44127294549413165,1.193459078016002,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
J0026,Delhi-NCR,mid,0.3976564430703445,1.5088154998335126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
J0027,Bengaluru,junior,0.452199900553689,0.2332137846923954,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0028,Bengaluru,intern,0.7539987433550643,1.0995713235269895,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
J0029,Hyderabad,mid,0.45850463306984335,0.9424062034403388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
J0030,Chennai,junior,0.34402386962367,4.046179902474192,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
J0031,Remote,lead,0.5979149977259255,0.15612415866321053,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
J0032,Hyderabad,junior,0.4470033871779192,0.20287952235025974,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
J0033,Remote,intern,0.7213004174654252,0.3632848393216249,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0034,Chennai,mid,0.8719719952329263,0.2167484956227309,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
J0035,Remote,mid,0.8229638840550411,0.39902582513105755,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
J0036,Mumbai,senior,0.9200216045063736,0.14479599648767386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
J0037,Delhi-NCR,senior,0.8537007603131481,1.2357640583754348,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
J0038,Mumbai,senior,0.5162786796865211,0.928309927457548,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
J0039,Chennai,mid,0.787809034667359,0.478287042882679,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
J0040,Delhi-NCR,junior,0.7957532862861347,3.2526689047660695,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
J0041,Hyderabad,mid,0.567840491089199,12.636926626772935,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
J0042,Remote,lead,0.38343487907344653,0.40880052280453816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0
J0043,Mumbai,mid,0.5553233762034919,3.1134785039650983,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
J0044,Mumbai,mid,0.5771948139662585,0.437784620168048,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
J0045,Hyderabad,mid,0.42123796064323654,1.427795608751747,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
J0046,Delhi-NCR,lead,0.6928522659479517,1.5427152254107677,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
J0047,Chennai,junior,0.8502254223520904,0.3450144765587394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0048,Pune,junior,0.836514706856393,0.8247257668060409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
J0049,Pune,junior,0.38955943327221876,0.37686568364835726,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
J0050,Bengaluru,senior,0.8868182264750457,1.1773259730917243,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0051,Chennai,senior,0.9311020290158984,0.4022382330984333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
J0052,Chennai,junior,0.3009029611194255,0.18427017750065977,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
J0053,Chennai,junior,0.9772864036904394,1.5568397861515866,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
J0054,Hyderabad,lead,0.536091080602486,1.1846112978317977,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
J0055,Bengaluru,mid,0.9297849261873776,1.4709515151912793,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
J0056,Hyderabad,junior,0.8169721263145051,1.0241757149327742,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
J0057,Bengaluru,junior,0.4624174676648997,1.4834245363431386,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
J0058,Bengaluru,mid,0.6570074075813457,0.22913124603583604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
J0059,Bengaluru,mid,0.6005596129901247,1.2433218769394059,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
J0060,Mumbai,junior,0.708815365578331,0.2404080148938727,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0061,Pune,mid,0.8671468989895419,0.7498797396255837,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
J0062,Chennai,mid,0.6708806733784322,0.7844692670104493,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
J0063,Hyderabad,junior,0.9954259831962589,0.3387376185127784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0064,Bengaluru,senior,0.4457196589132354,0.8068052620790102,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
J0065,Bengaluru,mid,0.6358911362641742,1.2347267645206426,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
J0066,Pune,mid,0.5348051118895727,0.5742058397995504,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
J0067,Mumbai,junior,0.7003316288767716,0.17210126787001323,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0068,Bengaluru,junior,0.9705438829381146,0.27196611260719095,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
J0069,Hyderabad,senior,0.9274660346836849,1.3011616756690785,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
J0070,Chennai,intern,0.9688695078958345,0.4860877446822134,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
J0071,Remote,mid,0.6211909305213523,0.38680205067996776,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
J0072,Remote,mid,0.7737420141053726,2.5500317256876586,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
J0073,Delhi-NCR,junior,0.5954134835679228,0.4250375613896261,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
J0074,Chennai,senior,0.5375062120853196,5.255955864793072,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
J0075,Chennai,lead,0.7049865745211197,0.945363973689158,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
J0076,Pune,mid,0.614506544020553,2.0361335271776566,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
J0077,Chennai,senior,0.5921910776389907,0.4484061031573914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
J0078,Hyderabad,mid,0.6817355213878499,1.604444552033125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
J0079,Delhi-NCR,mid,0.3040116304991849,0.2863630350659686,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J0080,Delhi-NCR,junior,0.6054914055830262,0.3184241037664073,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
J0081,Pune,mid,0.4824122961370023,1.083984084064799,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
J0082,Hyderabad,mid,0.6448954930170666,0.17483196729811828,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
J0083,Pune,senior,0.7933578567994315,0.3697577351162469,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
J0084,Remote,mid,0.680638175324525,0.9236411334478253,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
J0085,Hyderabad,senior,0.7611198833117359,3.5176617738995435,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
J0086,Remote,junior,0.4496967328191994,0.2580071498741986,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
J0087,Pune,mid,0.37355478126413866,1.7070049511342118,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0088,Remote,junior,0.4377388764494502,0.5629591718148923,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
J0089,Chennai,mid,0.7381796860299525,9.135179226655787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
J0090,Delhi-NCR,mid,0.9910380672176231,2.2527850190729697,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
J0091,Hyderabad,mid,0.8973877999477002,0.667239878699143,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
J0092,Mumbai,senior,0.7982157105412333,1.3552198778531355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
J0093,Chennai,mid,0.315683825627597,0.11993010262577436,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J0094,Delhi-NCR,senior,0.9428527072803614,1.904943110345156,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
J0095,Delhi-NCR,senior,0.5746917951519378,0.3071300720183155,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
J0096,Bengaluru,junior,0.4107751266580426,1.2525874279896034,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
J0097,Chennai,junior,0.7019900289437101,0.6733691617641585,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
J0098,Hyderabad,lead,0.7809382082775433,0.34962785814738545,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
J0099,Hyderabad,mid,0.9153310313308458,3.0228374509768994,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
J0100,Chennai,mid,0.5707759919254104,0.11174654952591156,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
J0101,Mumbai,mid,0.5179711185453982,0.43149625898642785,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
J0102,Delhi-NCR,intern,0.3257960784270372,0.33560432889676606,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
J0103,Chennai,mid,0.9776324976274426,0.2588351090413149,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
J0104,Delhi-NCR,senior,0.5528213172923833,0.7141433416417976,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0105,Mumbai,senior,0.749666526200941,0.713638497199938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
J0106,Delhi-NCR,junior,0.5198538421307002,0.6209196204318276,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
J0107,Pune,intern,0.41035259543849933,0.8733672169178687,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
J0108,Chennai,junior,0.4932909073568644,0.2848561723909603,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
J0109,Remote,senior,0.42894539998251235,4.17624123039744,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
J0110,Chennai,senior,0.9478142073927003,0.1338194891898988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
J0111,Hyderabad,junior,0.3554536857511682,2.971134960481978,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
J0112,Delhi-NCR,junior,0.3833429011676094,0.1376398961662244,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
J0113,Bengaluru,junior,0.3099491207022494,0.3448801547292165,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
J0114,Remote,senior,0.5729398228504803,0.5109848929116436,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
J0115,Bengaluru,mid,0.660755044180571,0.2210146054719668,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
J0116,Pune,mid,0.7124107710863933,0.4540830646558378,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
J0117,Delhi-NCR,mid,0.884897722201714,0.41153583085441303,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
J0118,Bengaluru,junior,0.4384631175712187,0.982988989261326,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
J0119,Hyderabad,senior,0.4307081314136026,0.3785006826360393,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J0120,Remote,mid,0.800845097753629,0.48056434532878745,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
J0121,Mumbai,junior,0.9414427056665198,0.3214515543366743,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
J0122,Chennai,intern,0.7577215004982847,8.684489015924477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
J0123,Mumbai,mid,0.6424045717665925,0.23822352254482226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
J0124,Chennai,mid,0.8118147366802411,0.478444475320689,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
J0125,Delhi-NCR,intern,0.9343510155831696,0.7428760850822568,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
J0126,Remote,mid,0.4241335643077122,0.3675277608588723,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
J0127,Hyderabad,mid,0.49220880186370985,0.11305107042169915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
J0128,Bengaluru,mid,0.8381721052849112,0.6470992667390308,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
J0129,Bengaluru,intern,0.9629438493239999,0.47323479177471994,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
J0130,Pune,senior,0.5325711607814615,0.10942270771527511,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
J0131,Chennai,junior,0.6106534014355331,0.6347680569608575,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
