pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,pc_7
8.085226649349798,-0.3692167848160091,-2.4810874607656297,-2.674393922400993,1.341423411159605,1.4379835775237655,-1.800199971913712
0.10576730616197615,2.7832223429470875,-0.14133825981576123,-1.4120539152617475,-0.13371320797652733,0.010770784510099067,-0.4371449788836939
4.366506260563335,1.9655089037564712,-0.2510110078956626,-1.1129406078918844,0.661389013933661,0.5054875921034647,0.3137832175521868
10.643354820357567,-6.029537481129986,-4.25374547390983,1.9602754694193774,1.8891730530998634,3.076090062712953,-0.9780880285865302
2.018154560098849,1.1531300710275119,0.9285818494640362,-3.344611020222236,0.5830069325806716,-1.3019526528778051,0.5722817291042016
3.939025707862091,-1.9990088613548103,-3.4010810203233968,0.19230104593993155,0.5535527447333289,-0.42650373719464374,-0.3571623210323683
0.723778164084069,2.666990511378883,-1.0374413264797377,-0.19812497735667037,0.028921695726965315,-0.14161990968443197,0.16899607178688045
2.7678868465958533,-1.3362508411856997,-1.2885810460413671,0.920296205256815,0.8909406187655194,-1.2445841903493229,-0.973625952010029
4.589534787976506,-0.8605041189248587,-2.9796342502892603,1.5306843865676276,0.8686092889163688,0.5654750160804694,0.18332736326710847
9.320422944190687,-3.0576284654226296,-3.5150113284523594,3.9587407208796477,-3.5672912690249463,-0.5170207240723459,-1.411477835545502
-1.8455572828344657,2.023183151343404,0.2541896819687886,1.4403128033686412,-0.6574975018063169,0.16038036545207598,-0.5091686260255617
2.277723068211256,0.6805715153646056,-1.305413178606782,0.09589844483257397,-0.5631403672565873,0.8011488776491247,-0.2537290187122779
7.242275117527069,-2.1644316741523113,5.29149289677918,-0.020209119104097322,-0.5915701686149218,2.550410952499253,-2.1981080808176743
-0.10328950113080282,0.6544131223394998,2.200419913427477,-0.1927234625230426,0.11809500103252116,0.9414113080926968,1.7665992231667513
6.20503340541466,-1.8484491632867273,-2.2538577498279553,1.6957664372725163,-2.096565369252083,-0.26235569219356464,-0.6338633578557303
5.068321515661795,-0.4185378185860058,-2.425603485087238,3.0705810713165476,-0.7776076581069974,0.5745220424444467,-0.15859007314635967
-0.42041746535052493,1.5670553538823537,-0.4456581475112814,0.7048834467789175,0.2610522546178149,-0.7601086456843735,0.32388746538376073
4.432180139945887,0.1953904903697588,-2.1720615809932804,0.9382325059331793,0.9470928444233048,-0.7541245633158059,-0.5643813617704307
2.1814284836326867,4.001963852557218,0.3352882241469995,-0.3490114255906407,0.23569515124340898,-1.146694702307201,0.6256413632163583
-1.062662416945195,-0.05837642272667104,-0.922262628754331,-1.3447944049966465,0.838822427443582,-0.09872208554390702,1.2025559012556546
-1.0204043245284524,-0.59434710556569,-2.142245992548478,-0.46310557140319225,0.2598157012215619,0.43723410817182967,-0.6344168323178379
-2.307940220239322,-2.2043256104656264,-0.6143244492232498,-1.590716493864451,0.7584258725655092,-0.79052321621067,0.22494935110195927
5.572444225319161,-1.3883156178765752,-1.8010704647620979,-1.7139012685227388,0.49947641041453844,2.9854292570133216,0.9183805695050671
1.1575018861291597,4.614471563018798,0.3286630168213554,0.48356094618055917,0.5681144343861225,-0.6187696470584939,-0.2864839257824454
3.3614924071187544,2.279076654880753,-1.5813130209086774,0.5148927890226623,1.3485329903238763,-0.8011792359062344,-0.20435138743745135
6.548964098037689,-0.6602182234572098,-1.094534772705959,-1.8375886422942345,2.4043849002793705,1.1300327973571527,-0.9767632031341308
4.390970084098864,0.33929897331250286,-3.162566942520016,1.8333644560451938,-0.7426556550490736,0.8405136088347982,-0.14753887251956285
1.4160451391453237,1.2225833479508421,2.6162501010380215,-0.7770022812340782,0.7159889084172999,-0.966591330302976,0.42324547662852763
3.914406940139459,1.3866923647841145,-1.893474838850863,2.196592570129717,-0.24648540751603265,0.22745325597662952,0.3851486303299779
0.5255901837983035,0.9898778984537551,-0.16232779501450495,-2.0402522263062997,-0.012726049793169564,0.010741214952321138,-0.45175074848208324
4.739099798905152,1.9367660138258804,0.1557406892356943,0.9832100021456148,0.5348742882262075,0.25085254289289216,-0.47606932576046085
4.257172489564477,-1.9810085618679467,-3.364793214076139,1.5120105561014323,-0.23116566959063992,1.3294716635103718,-0.8856081598308476
4.13153129563333,1.021092264083971,-0.3545557977959283,0.9004015062590595,1.494686526465551,-0.23819172554901696,0.557065902091609
3.791550452206523,2.300387090359941,-1.6185400150968514,1.2220951983881516,-1.2073758497320193,0.3345640185224548,-0.4832133473556348
