query_id,candidate_id,posted_day,skill_match,experience_years,distance_km,past_ctr,embedding_sim,segment,relevance
0,0_0,5,0.19514749365345013,12.402553287736607,31.598330835246667,0.037770363447109316,0.38222901019624,segment_B,0
0,0_1,5,0.31475451582983754,6.000837303468653,15.1570477086339,0.01259690148385645,0.5770202793250852,segment_A,0
0,0_2,5,0.24310347332173987,6.36358329657033,7.521944444955198,0.08522432777458583,0.465936018631447,segment_B,0
0,0_3,5,0.8312889422436531,2.945032462561524,3.649387749628429,0.1156069671402894,0.5591591604108466,segment_B,3
0,0_4,5,0.34361061314951397,1.9124019921332913,20.651478689898127,0.16992082010528126,0.5651459337071919,segment_B,0
0,0_5,5,0.4232239868269573,2.2911735167197036,32.113254655448735,0.2726858116053092,0.7377190979950701,segment_B,0
0,0_6,5,0.39492476238011925,1.00271364281797,40.04830447293542,0.14223871756594625,0.43829849284441175,segment_B,0
0,0_7,5,0.6782501906418511,9.298806833835872,4.530159710719019,0.19170142977954716,0.2341655929677683,segment_B,1
0,0_8,5,0.21114384544661072,3.036298049450153,15.386995254957272,0.160300113590231,0.6921000349829569,segment_B,0
0,0_9,5,0.2610230481023037,7.9703214698391,7.699551460945476,0.12925011872094114,0.4403321290224942,segment_A,0
0,0_10,5,0.5773749113691848,2.3809165042611036,25.67892629671887,0.04034871773949633,0.7006266400239278,segment_B,2
0,0_11,5,0.5252003826570242,4.567454869996748,3.3107169589717835,0.18087313763280174,0.5690078803728447,segment_A,1
0,0_12,5,0.4278532901216335,3.829178845807336,0.884197272905527,0.14778350313721286,0.47639524456339793,segment_A,0
0,0_13,5,0.6012181652411431,0.9017238998083131,5.413711459354194,0.278190256250233,0.5627796609283331,segment_A,2
0,0_14,5,0.5930875651773373,10.058334717289739,1.059905464238642,0.032125011356944885,0.851182260822734,segment_B,2
0,0_15,5,0.36234210938508865,2.4386079630973363,7.06655548683771,0.18630361856377464,0.8738564952296756,segment_A,0
0,0_16,5,0.7360474205029054,1.2141407103102544,7.318200122669253,0.33950052948334836,0.5124886043239002,segment_A,1
0,0_17,5,0.7327205262441292,5.285585838736435,1.7008378826822292,0.1334436654289233,0.5288343067970736,segment_A,2
0,0_18,5,0.49115272740227833,3.3201262116307366,46.30845415254634,0.1874338753850431,0.6937232283439494,segment_A,0
0,0_19,5,0.6170180514033886,4.283125368111661,4.532704996549011,0.1454671547930646,0.3477810141018775,segment_A,1
0,0_20,5,0.47408073540456014,3.5727356231898875,17.951517400002828,0.10359637869912344,0.5599526670712859,segment_B,0
0,0_21,5,0.6083688391584439,0.34750971809414555,3.01080859094404,0.02760856557837446,0.49534468736830584,segment_A,1
0,0_22,5,0.6226525695923808,1.595745255567303,7.631504342752015,0.045163310173811776,0.5565034780623597,segment_B,0
0,0_23,5,0.8112127461591112,1.541199315606784,1.3536557052668492,0.24208443646708955,0.34999361492910697,segment_B,1
0,0_24,5,0.5189563487820186,6.301520052305004,1.7676295644406752,0.6386156127687281,0.21387785120438557,segment_A,0
0,0_25,5,0.6026257334232126,3.4130506817816504,0.16726853716633855,0.05848388162672581,0.1268629815215675,segment_A,0
0,0_26,5,0.5582076553964254,4.76045813711046,24.230505925697948,0.04539672207818709,0.2988708596618706,segment_B,0
0,0_27,5,0.15356091460437224,2.5568461480990012,5.328821039074148,0.18962189511822322,0.41743844871092006,segment_A,0
0,0_28,5,0.3206141027210081,4.924727531388625,10.389487774018928,0.17733485554825457,0.4472255144032229,segment_A,0
0,0_29,5,0.5794853522391583,2.9501044258510825,13.034197345928767,0.19595867759447988,0.848701609237313,segment_B,1
0,0_30,5,0.3405942582819206,2.788097195030195,2.6971954487818905,0.1736199567821856,0.6990788065833137,segment_B,0
0,0_31,5,0.812095572313256,3.810345094946037,43.997204537168244,0.08127939164856196,0.3268235990585071,segment_B,0
0,0_32,5,0.6597522384675516,3.5724783933834803,8.199665406485918,0.08118901532898128,0.5625875214411722,segment_A,2
0,0_33,5,0.7023340906375257,14.973995066046262,1.130628440867424,0.2092977132448843,0.4267259174569415,segment_B,3
0,0_34,5,0.825864233463488,1.5799760729880046,1.620658969498114,0.3633367705883925,0.44881450915278287,segment_B,2
0,0_35,5,0.6555371134416196,0.8026847360592558,7.444999574469372,0.11836222572015456,0.5333586168947687,segment_A,1
0,0_36,5,0.4723336112292808,4.216430032290052,1.9048671282950689,0.1041960094073974,0.6114508010555708,segment_B,1
0,0_37,5,0.4114674932320216,1.7829855525693037,4.894898161153331,0.33801846322760876,0.43893347290087725,segment_A,1
0,0_38,5,0.5529979961467274,0.294871950811324,11.15002158254972,0.04756438218844814,0.6914932758921846,segment_A,0
0,0_39,5,0.6418605686977157,1.2738684501079336,0.62245658862461,0.2833901315248532,0.2944511192943673,segment_B,0
1,1_0,46,0.6607658969415166,1.3114010372556668,1.575760202885722,0.24990002247330606,0.48024784730656694,segment_A,0
1,1_1,46,0.4419622982936806,2.8183909483980627,3.0642664136689146,0.07203933297554956,0.5634896293447418,segment_B,0
1,1_2,46,0.38309640124093375,0.7068036797615861,11.512777788584836,0.23964565684311595,0.6380281169211639,segment_B,0
1,1_3,46,0.4005533607059949,2.506809696793437,0.592337651017806,0.3470552109003001,0.5218120308739032,segment_A,2
1,1_4,46,0.19929250267477505,3.0911162629408495,16.1930667228038,0.6070826157153486,0.523537553824078,segment_B,0
1,1_5,46,0.3452402032960249,0.23161780835259976,1.007901935101946,0.07246962140958596,0.6482755637377128,segment_B,0
1,1_6,46,0.5397211394090933,1.4731626596832768,3.06460221097836,0.14748419985498543,0.4893291237153322,segment_A,0
1,1_7,46,0.8431281690208889,4.117501508031102,1.2348227749956058,0.04998668448416943,0.36872835145274097,segment_B,1
1,1_8,46,0.8051185860671792,1.1710517730280199,35.0477866897035,0.1114018558171421,0.4253948481495455,segment_A,0
1,1_9,46,0.8269368223932272,4.628427484850541,53.790706108418284,0.07050486685870845,0.6141038679920736,segment_B,1
1,1_10,46,0.3594125703100696,4.960394399496856,19.72343130157475,0.3770365838401049,0.5005387924159921,segment_A,0
1,1_11,46,0.4776082466926512,4.104307968480606,17.622454620600728,0.13510299550370403,0.5612377958363008,segment_A,0
1,1_12,46,0.812184392487991,5.771796983943642,4.3678414641753305,0.2226886057773831,0.6206142635963942,segment_B,1
1,1_13,46,0.9120865957011253,0.6562809887435244,16.943545285976636,0.02829212107223292,0.4325285366784303,segment_B,0
1,1_14,46,0.649221170579272,6.646503218210959,17.747995957582404,0.06767320070585549,0.6361246694533651,segment_B,2
1,1_15,46,0.25892501647197597,1.331542456073451,21.448648282833194,0.12658041038473353,0.568191668622511,segment_B,0
1,1_16,46,0.4972129876835766,3.595634470945501,24.059082814329578,0.16703755325163722,0.27773364435593384,segment_B,0
1,1_17,46,0.4898942915918411,10.462219139009745,24.885850533401726,0.14321215793982228,0.7596148624135239,segment_B,1
1,1_18,46,0.6757964103840571,2.462733498819848,0.2940601548809979,0.10676669816599159,0.4098659461237551,segment_B,1
1,1_19,46,0.8083551159909567,3.362987948835877,17.639220594340237,0.05371542585840723,0.20208283822666695,segment_A,1
1,1_20,46,0.5069629193417667,1.3393373530653625,14.66808282864331,0.17318353577434992,0.31189213227446555,segment_A,0
1,1_21,46,0.8778963735316709,10.393591149938553,30.929321427415715,0.3291395159934766,0.31621187107790205,segment_A,2
1,1_22,46,0.832675389183954,1.47621492689612,1.8910589391870587,0.15268257569920957,0.509391197358356,segment_B,3
1,1_23,46,0.8488867834614613,5.272604434355956,16.846706537292466,0.12357045548059713,0.4507069090016773,segment_A,2
1,1_24,46,0.281111488533578,7.71303951711709,9.603217581036272,0.0935529696936686,0.4393702458246933,segment_A,0
1,1_25,46,0.6712865127490774,5.6323746833121175,9.835346012623646,0.23838534555090085,0.6115463537868462,segment_B,2
1,1_26,46,0.19487374418203515,4.292949772012809,2.4397802916347744,0.23257034038971355,0.5611775650146866,segment_A,0
1,1_27,46,0.33447816282520665,3.553937232931572,21.64485010047504,0.17330535461594443,0.5568886167159716,segment_A,0
1,1_28,46,0.8419147144520778,1.0005088852837685,10.638535636275124,0.15160449485320793,0.5737691223191647,segment_B,2
1,1_29,46,0.29953242048043116,10.087097375723395,1.636703662989538,0.013029009348064217,0.6109042402404029,segment_B,1
1,1_30,46,0.25980542443937604,4.036667923353464,112.06012264649453,0.07965241166372963,0.12056839848006029,segment_A,0
1,1_31,46,0.7688530714068909,3.3645514650739647,14.026687065505316,0.08180540896240109,0.434401114592397,segment_A,1
1,1_32,46,0.4547068840866493,1.2321043912387515,7.676755945941288,0.048332006607572295,0.10756218839189469,segment_A,0
1,1_33,46,0.31410577127981265,3.491692737895836,48.91355645899145,0.07973189180280993,0.5064907868236032,segment_B,0
1,1_34,46,0.3830175515997454,3.2028826887671613,27.999920605149647,0.09654610054377448,0.49916606499961785,segment_B,0
1,1_35,46,0.8115684496986268,10.462034515747467,23.183597443118273,0.033437764224548264,0.6881958094621424,segment_A,3
1,1_36,46,0.17039280008961244,3.3629727480727323,1.0800652987070718,0.022525527630150543,0.7137741906898017,segment_B,1
1,1_37,46,0.8535071633684126,3.4487973177454374,16.863487669474164,0.14067290677478186,0.5364995086854261,segment_A,1
1,1_38,46,0.832175680266512,1.246849837025457,32.773270610968,0.03001664502857802,0.40993500606855804,segment_A,0
1,1_39,46,0.4893075568647035,1.7541940007646062,10.300488422918933,0.1473434007182506,0.5873290002582328,segment_B,0
2,2_0,16,0.6140470301114193,3.3940008784011773,4.587786175145447,0.18262656521143997,0.3857336304851378,segment_A,0
2,2_1,16,0.32802514902499114,9.510062698689879,5.880905704508,0.11756207213938864,0.2905747160373912,segment_A,0
2,2_2,16,0.5380444126659226,2.8014809961980602,20.292017702386424,0.17848640560550033,0.5291707206313174,segment_B,1
2,2_3,16,0.9153024989347356,0.28307541283256676,31.78727063877486,0.10386423968273652,0.6313488212810675,segment_B,2
2,2_4,16,0.26875140152681276,5.839340591146632,13.949318982768926,0.3607823592113134,0.2143223058563165,segment_B,0
2,2_5,16,0.7119046515509649,4.022699800154666,24.639656202753166,0.25178064344400614,0.504523168018886,segment_A,1
2,2_6,16,0.9456740489947185,3.2737033004732004,1.8322417162294906,0.07237364133721526,0.4604115568520596,segment_A,2
2,2_7,16,0.30893916399601645,5.946402310207761,37.55993926505885,0.039579285841837085,0.5614715633966245,segment_A,0
2,2_8,16,0.2912015685268649,2.323357049010176,2.065824854382225,0.2878749443575858,0.49767102174135414,segment_A,0
2,2_9,16,0.7713735692872882,0.3042432914322318,1.7912877886352385,0.01870089464726657,0.23835212961230645,segment_B,0
2,2_10,16,0.3156751355405905,6.0276006661865,4.58016605480751,0.24619166129497666,0.2727699262057102,segment_A,0
2,2_11,16,0.2963795282424399,1.9006081855662265,11.242150765050031,0.29246227321835,0.5052962436052951,segment_A,0
2,2_12,16,0.3756718038098878,1.4104582780911343,2.7370498159667402,0.3754793486466738,0.6851805655541917,segment_B,1
2,2_13,16,0.8178908940137325,0.3282976959987458,38.655624007576876,0.21449193831421234,0.10144627321225952,segment_A,0
2,2_14,16,0.2947625011484985,5.683225065209999,3.784130913975664,0.11681201868101306,0.5622307843642844,segment_A,1
2,2_15,16,0.1847410654595871,0.15485198549200485,32.18105316561142,0.21499171685495652,0.7141319609517758,segment_A,0
2,2_16,16,0.45167291927074904,7.6375666833231355,37.4494958463655,0.18253925613653552,0.47245534228288166,segment_B,2
2,2_17,16,0.8654560517848231,2.514138547758455,8.530452427849205,0.05743267788834511,0.5990364492847593,segment_B,2
2,2_18,16,0.6179223512414548,5.8721641637562545,33.70632460293573,0.49105356887089147,0.37344756543839563,segment_A,0
2,2_19,16,0.5600970296134711,4.488906171077658,24.97194791072367,0.18866120118698965,0.47851408413016217,segment_B,2
2,2_20,16,0.8915137787698397,10.677503546732837,7.831250136205351,0.30772757676499374,0.20823556670453275,segment_B,3
2,2_21,16,0.40606752619590664,4.401599751478487,25.161078229177452,0.2168297384580065,0.07801820448460273,segment_B,0
2,2_22,16,0.6482156985816516,7.448482011766656,17.287290727458785,0.026595070729683958,0.6696978442205496,segment_A,2
2,2_23,16,0.3029469913968965,2.0849852847651267,4.97163993116936,0.1840107807420214,0.32270091300960047,segment_A,0
2,2_24,16,0.5849282331235407,0.7073488202480874,55.75850271900332,0.06384201498225997,0.4180049878993825,segment_B,0
2,2_25,16,0.8165107277882045,6.5072721345889475,14.563534500844192,0.047030826830635725,0.25044039441136523,segment_A,1
2,2_26,16,0.5226891514086401,0.6837212657377348,28.007474733292035,0.14598324437809806,0.24620545344490236,segment_B,0
2,2_27,16,0.5638671551899462,5.639757505808105,8.461853833484017,0.12235081245198487,0.46870921398296905,segment_B,0
